Customer_Name,REVIEW_TITLE,Color,REVIEW_DATE,COMMENTS,RATINGS
Anju,Good quality,White,22-Feb-22,I purchased the same model black in colour 6 months ago. It worked fine. But I lost it. So I purchased this model again. It's very durable.,5
Sakthivel T,Not Worth the Money,Black,07-Dec-21,"Guys,... We are paying nearly about Rs.440 but the sound quality is very poor that it sounded like a cheap Rs.100 earphone. I already bought a realme earphones that sound quality was awesome but the earphone part was little big that it causes ear pain, so i bought this. Both are same price but at this range boat dissappointed me.",1
Swets,Really disappointed,White,19-May-22,"Left ear is not working, it always has disturbance, and without decreasing the volume it will go on mute, highly disappointed",1
Balamanikandan,Excellent product for the cost,Blue,26-May-22,Decent product for what we pay. I like this as I am not a big fan of ear plug type. Decent sound quality in this price range. The thread like cable is very convenient,5
Simmy Verma,"Not been an year, and the headphone doesn't work",Iguana,10-Apr-22,"The product when came was fine, but the sound started getting disconnected after 5 6 months of use. I ought in September and come Feb 2022, the product is lying idle..so I have to buy a new one. Is that the durability of the product I doubt it, I bought boat headphones, thinking, it would last longer. Noe have to buy a new one.",1
Geethupriya,I will not recommend this product,Spirit Lime,25-Feb-22,I really don't like the product. I purchased this after reading the reviews. It looks cool but quality is ver poor. First of all the ear piece is plastic made and very low quality. It hurts the ear. Another problem is there is a disturbed noise when connecting the ear phone. Also i think the noise cancelation is also very poor.,1
Arif M Khan,Quality of earphones,Black,10-Aug-21,"The audio quality and noise cancellation is very poor, also the earphone design is not that great it keeps falling out",3
JPrakash,A Useless product,Black,25-Oct-21,"9 10 built quality.2 10 audio quality.Expected a cheap n best one, but such an useless product from boAt An earphone just for the sake. Even some sub standard earphones has better audio quality.Don't know this is manufacturing defect or not, Lets see the customer service.",2
Parthasarathy,Scam btw Delivery agent and amazon,Spirit Lime,23-Jun-21,"Please dont buy it in online.. my cover was open , here and there lot of holes in cover and like some one opened my cover and took original product and kept the duplicate product... Why because the quality was very bad after using it",1
Dinoguy,Be careful Defective Volume Drop Issue,Iguana,01-Oct-21,Volume on device drops to zero as soon as plugged into a 3.5 mm head jack. Tested it on multiple phones and laptops same issue confirming product is defective and useless. Shame on Boat for selling a low quality product and fleecing customers,1
Uttam Parmar,Not so good,White,01-Oct-21,it look cheap and not satisfied with this first time i would liketo buy mi or realme earphone behind that am really unsatisfied with this even the 200 rupees local earphone is really duing well compare to this amazon it been 15 days and am.unsatisfied with this,1
sruthi,worst experience with boat,Blue,31-May-22,"after 15days of usage one of the pod stopped working, worst experience with boat, sound quality also not good, sound is very slow",1
Adarsh,Basic earphone,Black,01-Oct-21,"Product as expected. Quality is good, but like other boat products, they gave more importance for bass in this piece also. Not very suitable for calling and team meetings. But manageable.",3
Poornesh P H,Poor sound quality,Black,26-Sep-21,"Very poor sound quality, noise cancellation is not up to the mark. Local 50rs earphone and this product is same in sound quality. Not recommended.",1
Parthasarathy,Value for Money,White,08-Jun-22,It was good for the price I have bought.Initially it looked like not sturdy and little not fit for ears.As it gets used the wires are good. And the buds gets some what okay for ears. Over all good.,5
Ravi Kant Sharma,Bakwas handsfree,Blue,09-Nov-21,"Waste of money, it sound like we used to have nokia sasta wala handsfree. 100 rs quality sound. Don't get fooled.",1
GOUTHAM SANKAR,Bassheads worth the money.,White,27-Aug-21,Good sound quality.Worth the money.Voice is clear for the listener.This is my fifth boat product and whatever I bought was worth every penny spent.,5
Sarathi,Trash,Iguana,05-Nov-21,Waited . used this headphones as most headphones gets better with time . Can't believe boat would sell sucha trash Sry but that's what I felt. Buy something better. Fell for the large driver size gimmick.,1
Sanket,Good for calls meetings only,Blue,12-Jul-21,"Overall product quality is good, but the volume is not expected as loud.If you are looking for headphones which using for call and meeting purposes then go for it, and if you re a music lover then go for other options, this headphone not that good for listening music.",4
Geethu Thomas,Good quality,Iguana,05-Jul-21,The media could not be loaded. Good quality. Nice look. Cool colour. Sound quality is good.,5
Kashish Srivastava,Very nice product,Iguana,24-Nov-21,"The media could not be loaded. Good product in this range, sounds good, base is good, colour is awsm and the wire doesn't tangles",5
shruti jain,Voice quality as well as mic both are poor,Spirit Lime,15-Sep-21,Sound quality and mic voice both are of poor quality. It comes with 7 days replacement which is also very less. I purchased for someone as his bday gift and opened the product on 12th day.. it was a totally waste and now I can't even replace it,1
