country,location_name,condition_text,air_quality_PM2.5,air_quality_PM10
Philippines,Manila,Partly cloudy,19.3,31.0
Poland,Warsaw,Sunny,3.0,3.6
Portugal,Lisbon,Partly cloudy,1.0,1.8
Qatar,Doha,Clear,39.4,171.2
Romania,Bucharest,Partly cloudy,5.3,6.5
Russia,Moscow,Sunny,2.9,4.6
Rwanda,Kigali,Partly cloudy,3.6,6.8
Saint Kitts and Nevis,Basseterre,Partly cloudy,1.4,3.4
Saint Lucia,Castries,Partly cloudy,3.0,8.3
Saint Vincent and the Grenadines,Kingstown,Partly cloudy,2.8,9.9
Samoa,Apia,Partly cloudy,0.5,1.1
San Marino,San Marino,Partly cloudy,8.6,11.2
Belgium,'S Gravenstaffel,Partly cloudy,2.0,2.7
Saudi Arabia,Riyadh,Clear,29.1,119.9
Senegal,Dakar,Sunny,8.0,30.6
Serbia,Belgrade,Sunny,5.6,10.0
Seychelles Islands,Victoria,Clear,2.2,4.6
Sierra Leone,Freetown,Moderate or heavy rain with thunder,8.5,15.1
Singapore,Singapore,Partly cloudy,15.4,18.8
Slovakia,Bratislava,Light rain shower,3.9,4.2
Slovenia,Ljubljana,Partly cloudy,1.9,2.8
Solomon Islands,Honiara,Partly Cloudy,0.8,2.2
Somalia,Mogadishu,Partly cloudy,4.6,16.3
South Africa,Pretoria,Clear,45.9,64.7
South Korea,Seoul,Clear,22.9,36.1
Sudan,Juba,Sunny,22.1,105.1
Spain,Madrid,Partly cloudy,0.6,1.3
Sri Lanka,Colombo,Partly cloudy,1.8,4.1
Sudan,Khartoum,Sunny,18.9,95.7
Suriname,Paramaribo,Light rain shower,0.8,1.5
Sweden,Stockholm,Sunny,5.0,7.0
Switzerland,Bern,Partly cloudy,1.1,1.3
Syria,Damascus,Partly cloudy,9.8,25.2
Tajikistan,Dushanbe,Patchy light rain with thunder,5.4,12.1
Tanzania,Dodoma,Clear,1.9,3.4
Timor-Leste,Dili,Clear,0.5,1.0
Bulgaria,Lom,Partly cloudy,3.6,4.0
Tonga,Nuku`Aloia,Partly cloudy,1.7,4.4
Trinidad and Tobago,Port Of Spain,Overcast,1.9,5.8
Tunisia,Tunis,Partly cloudy,8.4,32.8
Turkey,Ankara,Partly cloudy,5.8,9.4
Turkmenistan,Ashgabat,Partly cloudy,5.7,11.0
Tuvalu,Funafuti,Partly cloudy,0.5,0.8
Uganda,Kampala,Partly cloudy,10.9,18.1
Ukraine,Kyiv,Partly Cloudy,4.7,5.8
United Arab Emirates,Abu Dhabi,Clear,43.5,160.5
United Kingdom,London,Sunny,2.5,2.9
United States of America,Washington Park,Sunny,0.5,1.1
Uruguay,Montevideo,Partly cloudy,3.1,4.5
Uzbekistan,Tashkent,Light rain,60.2,62.2
Vanuatu,Port Vila,Patchy rain nearby,3.3,17.5
Venezuela,Caracas,Partly cloudy,6.0,6.8
Vietnam,Hanoi,Partly cloudy,38.2,52.6
Yemen,Sanaa,Partly Cloudy,23.3,100.6
Zambia,Lusaka,Clear,14.5,24.5
Zimbabwe,Harare,Clear,19.7,23.9
Afghanistan,Kabul,Clear,7.5,15.3
Albania,Tirana,Sunny,25.8,85.2
Algeria,Algiers,Partly cloudy,6.7,10.1
Andorra,Andorra La Vella,Patchy rain nearby,0.5,0.6
Angola,Luanda,Partly cloudy,44.1,116.7
Antigua and Barbuda,Saint John's,Partly cloudy,1.3,3.6
Argentina,Buenos Aires,Sunny,10.5,16.7
Armenia,Yerevan,Sunny,0.5,0.6
Austria,Vienna,Partly cloudy,4.7,5.1
Azerbaijan,Baku,Partly cloudy,0.8,0.9
Bahamas,Nassau,Sunny,11.9,19.2
Bahrain,Manama,Sunny,29.6,55.8
Bangladesh,Dhaka,Clear,46.3,57.1
Barbados,Bridgetown,Partly cloudy,2.1,8.2
Belarus,Minsk,Partly cloudy,2.2,2.4
Belgium,Brussels,Partly cloudy,3.3,3.5
Belize,Belmopan,Partly cloudy,9.0,27.3
Benin,Porto-Novo,Partly cloudy,1.9,4.0
Bhutan,Thimphu,Patchy rain nearby,9.2,11.0
Bolivia,Sucre,Patchy rain nearby,2.4,3.9
Bosnia and Herzegovina,Sarajevo,Partly cloudy,6.4,17.8
Botswana,Gaborone,Sunny,12.5,21.5
Brazil,Bras,Patchy rain nearby,0.5,0.5
Brunei Darussalam,Bandar Seri Begawan,Partly cloudy,4.0,4.2
Bulgaria,Sofia,Sunny,9.2,18.3
Burkina Faso,Ouagadougou,Sunny,37.3,182.4
Burundi,Bujumbura,Partly cloudy,5.1,9.1
Madagascar,Ivory,Patchy rain nearby,0.5,0.7
Cape Verde,Praia,Partly cloudy,3.1,12.9
Cambodia,Phnom Penh,Partly cloudy,10.0,15.8
Cameroon,Yaounde,Partly cloudy,0.5,1.0
Canada,Ottawa,Light rain,4.4,4.5
Central African Republic,Bangui,Patchy light rain with thunder,0.5,0.6
Chad,N'djamena,Overcast,30.8,150.1
Chile,Santiago,Mist,554.7,682.1
China,Beijing,Clear,171.7,196.4
Bulgaria,Bogot,Sunny,9.0,17.9
Comoros,Moroni,Patchy rain nearby,2.2,6.9
Congo,Brazzaville,Sunny,4.8,12.5
Costa Rica,San Juan,Partly cloudy,11.4,13.1
Croatia,Zagreb,Sunny,4.4,6.5
Cuba,Havana,Partly cloudy,6.3,10.8
Cyprus,Nicosia,Sunny,13.4,52.3
Czech Republic,Prague,Partly cloudy,1.9,2.3
Democratic Republic of Congo,Kinshasa,Sunny,4.8,12.5
Denmark,Copenhagen,Sunny,4.2,4.6
Djibouti,Djibouti,Partly cloudy,8.3,16.0
Dominica,Roseau,Partly cloudy,1.7,5.6
Dominican Republic,Santo Domingo,Partly cloudy,7.7,11.6
Ecuador,Quito,Sunny,28.7,33.3
Egypt,Cairo,Sunny,31.2,164.3
El Salvador,San Salvador,Partly cloudy,46.6,55.1
Equatorial Guinea,Malabo,Partly cloudy,0.5,1.0
Eritrea,Asmara,Sunny,21.0,82.2
Estonia,Tallinn,Sunny,7.2,7.6
Swaziland,Mbabane,Partly Cloudy,5.3,10.3
Ethiopia,Addis Ababa,Partly cloudy,10.0,48.1
Fiji Islands,Suva,Partly cloudy,0.7,1.2
Finland,Helsinki,Sunny,10.3,12.8
France,Paris,Patchy light rain with thunder,1.9,2.2
Gabon,Libreville,Partly cloudy,5.6,6.8
Gambia,Banjul,Sunny,13.6,49.5
Georgia,Tbilisi,Partly cloudy,0.5,0.7
Germany,Berlin,Moderate rain,1.3,1.4
Ghana,Accra,Partly cloudy,4.4,7.0
Greece,Athens,Sunny,22.4,35.9
Grenada,Saint George's,Partly cloudy,2.6,9.2
Guatemala,Guatemala City,Partly cloudy,98.4,121.5
Guinea,Conakry,Partly cloudy,12.9,36.3
Guinea-Bissau,Bissau,Sunny,12.5,46.3
Guyana,Georgetown,Partly cloudy,1.2,1.5
Haiti,Port-Au-Prince,Partly cloudy,7.3,14.3
Vatican City,Vatican City,Sunny,10.3,26.8
Honduras,Tegucigalpa,Partly cloudy,7.0,11.9
Hungary,Budapest,Partly cloudy,4.5,5.2
Iceland,Grindavik,Partly cloudy,0.5,0.7
India,New Delhi,Mist,32.5,58.7
Indonesia,Jakarta,Partly cloudy,278.2,376.6
Iran,Tehran,Partly cloudy,1.9,3.2
Iraq,Baghdad,Partly cloudy,7.1,29.6
Ireland,Dublin,Partly cloudy,2.9,3.9
Israel,Jerusalem,Sunny,13.1,56.1
Italy,Rome,Sunny,10.3,26.8
Jamaica,Norman Gardens,Partly cloudy,2.9,6.9
Japan,Tokyo,Clear,62.5,73.9
Jordan,Amman,Overcast,23.2,113.7
Kazakhstan,Astana,Partly cloudy,3.9,5.3
Kenya,Nairobi,Partly cloudy,40.0,74.5
Kiribati,Tarawa,Partly Cloudy,1.0,4.9
Kuwait,Kuwait City,Sunny,15.4,75.0
Kyrghyzstan,Bishkek,Patchy rain nearby,1.9,2.0
Indonesia,Laos,Patchy rain nearby,17.9,35.7
Latvia,Riga,Sunny,4.1,4.6
Lebanon,Beirut,Sunny,9.8,63.8
Lesotho,Maseru,Sunny,13.2,32.7
Liberia,Monrovia,Partly cloudy,1.0,3.1
Thailand,Nan,Partly cloudy,5.4,6.1
Liechtenstein,Vaduz,Partly cloudy,2.7,3.2
Lithuania,Vilnius,Partly cloudy,2.9,3.2
Luxembourg,Luxembourg,Overcast,1.0,1.0
Madagascar,Antananarivo,Partly cloudy,5.1,14.3
Malawi,Lilongwe,Partly cloudy,0.7,1.6
Malaysia,Kuala Lumpur,Partly cloudy,54.2,66.7
Maldives,Felidhoo,Patchy rain nearby,2.7,7.2
Mali,Bamako,Partly cloudy,4.2,19.2
Malta,Valletta,Sunny,102.1,246.2
Marshall Islands,Majuro,Light rain shower,1.4,3.0
Mauritania,Nouakchott,Sunny,12.9,70.5
Mauritius,Port Louis,Partly cloudy,1.8,8.5
Mexico,Mexico City,Sunny,23.4,33.1
Micronesia,Palikir,Overcast,2.1,5.6
Iran,Chi Chi Khvar,Sunny,2.1,2.6
Monaco,Monaco,Partly cloudy,3.9,5.5
Mongolia,Ulaanbaatar,Clear,7.5,9.6
Montenegro,Podgorica,Partly cloudy,17.2,50.4
Morocco,Rabat,Partly cloudy,2.5,6.0
Mozambique,Maputo,Partly cloudy,5.1,10.8
Myanmar,Pathein,Clear,2.0,5.5
Namibia,Windhoek,Sunny,8.9,12.2
Turkey,Yaren,Sunny,12.5,15.3
Nepal,Kathmandu,Partly cloudy,60.7,94.9
Netherlands,Amsterdam,Light rain,6.0,6.6
New Zealand,Wellington,Partly cloudy,2.4,7.7
Nicaragua,Managua,Partly cloudy,17.4,19.3
Niger,Niamey,Overcast,54.3,262.3
Nigeria,Abuja,Partly cloudy,9.3,22.9
North Korea,Pyongyang,Clear,30.9,56.8
Macedonia,Skopje,Partly cloudy,12.9,27.1
Norway,Oslo,Sunny,4.6,5.0
Oman,Muscat,Sunny,33.2,102.5
Pakistan,Islamabad,Sunny,15.2,28.5
Palau,Meyungs,Light rain,1.8,3.9
Bolivia,National,Sunny,0.5,0.6
Panama,Panama City,Partly cloudy,10.5,12.2
Papua New Guinea,Port Moresby,Partly cloudy,2.3,4.7
Paraguay,Pasto,Overcast,2.1,2.1
Peru,Lima,Partly Cloudy,10.9,21.6
Poland,Warsaw,Sunny,1.8,2.2
Portugal,Lisbon,Partly cloudy,1.3,2.8
Qatar,Doha,Sunny,33.9,82.4
Romania,Bucharest,Partly cloudy,9.9,12.7
Russia,Moscow,Sunny,2.0,3.1
Rwanda,Kigali,Partly cloudy,5.4,7.6
Saint Kitts and Nevis,Basseterre,Partly cloudy,1.5,4.9
Saint Lucia,Castries,Partly cloudy,1.9,6.2
Saint Vincent and the Grenadines,Kingstown,Partly cloudy,2.7,10.6
Samoa,Apia,Partly cloudy,2.0,4.7
San Marino,San Marino,Sunny,14.2,27.5
Belgium,'S Gravenstaffel,Overcast,4.9,5.4
Saudi Arabia,Riyadh,Sunny,27.3,92.5
Senegal,Dakar,Partly cloudy,6.4,25.8
Serbia,Belgrade,Sunny,7.5,9.4
Seychelles Islands,Victoria,Partly cloudy,1.0,2.3
Sierra Leone,Freetown,Partly cloudy,6.3,9.0
Singapore,Singapore,Partly cloudy,5.3,7.3
Slovakia,Bratislava,Partly cloudy,4.4,4.6
Slovenia,Ljubljana,Partly cloudy,2.0,2.6
Solomon Islands,Honiara,Partly cloudy,0.6,0.6
Somalia,Mogadishu,Partly cloudy,2.1,10.1
South Africa,Pretoria,Sunny,45.8,64.2
South Korea,Seoul,Clear,33.9,47.2
Sudan,Juba,Sunny,22.7,99.0
Spain,Madrid,Partly cloudy,0.5,0.7
Sri Lanka,Colombo,Light rain,1.8,3.6
Sudan,Khartoum,Sunny,19.4,83.1
Suriname,Paramaribo,Light rain shower,0.9,1.4
Sweden,Stockholm,Sunny,4.1,5.0
Switzerland,Bern,Partly cloudy,4.0,4.3
Syria,Damascus,Partly cloudy,28.4,146.5
Tajikistan,Dushanbe,Clear,1.2,1.5
Tanzania,Dodoma,Partly cloudy,1.9,3.3
Thailand,Bangkok,Partly cloudy,33.2,51.4
Timor-Leste,Dili,Clear,0.5,0.9
Bulgaria,Lom,Sunny,10.2,18.0
Tonga,Nuku`Aloia,Partly cloudy,3.4,6.8
Trinidad and Tobago,Port Of Spain,Moderate rain,1.8,5.3
Tunisia,Tunis,Partly cloudy,15.7,42.8
Turkey,Ankara,Partly cloudy,6.4,21.1
Turkmenistan,Ashgabat,Moderate or heavy rain with thunder,2.4,8.3
Tuvalu,Funafuti,Partly cloudy,0.5,1.0
Uganda,Kampala,Partly cloudy,2.8,4.2
Ukraine,Kyiv,Patchy rain nearby,3.4,3.6
United Arab Emirates,Abu Dhabi,Sunny,28.8,93.3
United Kingdom,London,Partly cloudy,3.3,3.7
United States of America,Washington Park,Overcast,0.9,1.9
Uruguay,Montevideo,Partly cloudy,1.9,4.4
Uzbekistan,Tashkent,Clear,3.2,3.7
Vanuatu,Port Vila,Patchy rain nearby,2.9,6.3
Venezuela,Caracas,Partly cloudy,1.7,1.9
Vietnam,Hanoi,Overcast,14.3,18.2
Yemen,Sanaa,Sunny,17.2,67.3
Zambia,Lusaka,Sunny,6.0,10.8
Zimbabwe,Harare,Sunny,9.4,11.6
Afghanistan,Kabul,Patchy rain nearby,4.8,10.1
Albania,Tirana,Partly cloudy,27.5,70.0
Algeria,Algiers,Partly cloudy,2.8,4.0
Andorra,Andorra La Vella,Light rain shower,1.4,1.6
Angola,Luanda,Partly cloudy,39.4,91.7
Antigua and Barbuda,Saint John's,Partly cloudy,1.5,5.9
Argentina,Buenos Aires,Sunny,7.0,10.0
Armenia,Yerevan,Partly cloudy,1.2,1.5
Australia,Canberra,Clear,5.1,7.3
Austria,Vienna,Partly cloudy,1.9,2.4
Azerbaijan,Baku,Partly cloudy,1.3,1.7
Bahamas,Nassau,Partly cloudy,5.0,11.9
Bahrain,Manama,Sunny,29.3,60.2
Bangladesh,Dhaka,Clear,48.9,63.2
Barbados,Bridgetown,Partly cloudy,1.9,8.0
Belarus,Minsk,Moderate or heavy rain with thunder,2.9,3.1
Belgium,Brussels,Partly cloudy,4.3,4.8
Belize,Belmopan,Partly cloudy,6.7,22.9
Benin,Porto-Novo,Patchy rain nearby,1.7,4.0
Bhutan,Thimphu,Patchy rain nearby,7.4,9.2
Bolivia,Sucre,Sunny,4.0,9.2
Bosnia and Herzegovina,Sarajevo,Partly cloudy,8.7,23.4
Botswana,Gaborone,Sunny,6.2,9.9
Brazil,Bras,Patchy light rain,0.5,0.5
Brunei Darussalam,Bandar Seri Begawan,Partly cloudy,4.1,4.4
Bulgaria,Sofia,Overcast,5.1,9.8
Burkina Faso,Ouagadougou,Sunny,35.8,162.7
Burundi,Bujumbura,Patchy rain nearby,4.9,8.9
Madagascar,Ivory,Patchy rain nearby,1.5,4.8
Cape Verde,Praia,Partly cloudy,2.7,11.2
Cambodia,Phnom Penh,Partly cloudy,6.6,11.9
Cameroon,Yaounde,Partly cloudy,3.0,5.6
Canada,Ottawa,Sunny,3.5,4.2
Central African Republic,Bangui,Partly cloudy,0.5,0.5
Chad,N'djamena,Sunny,32.9,158.8
Chile,Santiago,Mist,440.2,544.4
China,Beijing,Clear,43.5,52.3
Bulgaria,Bogot,Partly Cloudy,6.3,8.9
Comoros,Moroni,Patchy light drizzle,2.7,7.3
Congo,Brazzaville,Partly cloudy,9.0,16.1
Costa Rica,San Juan,Partly cloudy,4.8,6.1
Croatia,Zagreb,Sunny,6.9,11.4
Cuba,Havana,Partly cloudy,14.7,20.8
Cyprus,Nicosia,Sunny,15.1,60.8
Czech Republic,Prague,Partly cloudy,1.5,1.9
Democratic Republic of Congo,Kinshasa,Partly cloudy,9.0,16.1
Denmark,Copenhagen,Sunny,2.6,2.9
Djibouti,Djibouti,Sunny,10.1,19.9
Dominica,Roseau,Partly cloudy,1.4,4.3
Dominican Republic,Santo Domingo,Partly cloudy,4.2,7.0
Ecuador,Quito,Sunny,15.0,18.6
Egypt,Cairo,Sunny,39.1,211.3
El Salvador,San Salvador,Partly cloudy,11.0,17.5
Equatorial Guinea,Malabo,Partly cloudy,0.7,1.0
Eritrea,Asmara,Patchy rain nearby,13.7,49.2
Estonia,Tallinn,Sunny,10.8,11.2
Swaziland,Mbabane,Sunny,18.1,24.9
Ethiopia,Addis Ababa,Partly cloudy,10.0,52.4
Fiji Islands,Suva,Partly cloudy,3.3,5.5
Finland,Helsinki,Sunny,6.1,7.2
France,Paris,Light rain,3.6,4.0
Gabon,Libreville,Partly cloudy,27.0,33.4
Gambia,Banjul,Sunny,12.4,42.6
Georgia,Tbilisi,Partly cloudy,1.0,1.4
Germany,Berlin,Moderate or heavy rain shower,2.1,2.2
Ghana,Accra,Sunny,2.8,5.0
Greece,Athens,Sunny,30.1,76.5
Grenada,Saint George's,Partly cloudy,2.3,7.8
Guatemala,Guatemala City,Partly cloudy,54.3,92.5
Guinea,Conakry,Partly cloudy,4.1,24.1
Guinea-Bissau,Bissau,Sunny,15.2,77.7
Guyana,Georgetown,Partly cloudy,2.2,2.9
Haiti,Port-Au-Prince,Partly cloudy,7.6,13.8
Vatican City,Vatican City,Partly cloudy,15.0,15.2
Honduras,Tegucigalpa,Overcast,17.1,24.4
Hungary,Budapest,Partly cloudy,11.9,13.3
Iceland,Grindavik,Light rain,0.5,0.5
India,New Delhi,Mist,31.7,55.0
Indonesia,Jakarta,Partly cloudy,244.7,319.0
Iran,Tehran,Partly cloudy,8.4,10.1
Iraq,Baghdad,Sunny,17.2,36.4
Ireland,Dublin,Partly cloudy,5.6,7.0
Israel,Jerusalem,Sunny,17.4,70.6
Italy,Rome,Partly cloudy,15.0,15.2
Jamaica,Norman Gardens,Partly cloudy,19.5,26.0
Japan,Tokyo,Light rain,96.3,101.4
Jordan,Amman,Mist,18.7,67.7
Kazakhstan,Astana,Partly cloudy,3.8,4.1
Kenya,Nairobi,Partly cloudy,10.8,21.6
Kiribati,Tarawa,Patchy rain nearby,1.2,4.9
Kuwait,Kuwait City,Sunny,18.3,85.9
Kyrghyzstan,Bishkek,Partly Cloudy,1.2,2.4
Indonesia,Laos,Patchy rain nearby,10.6,15.0
Latvia,Riga,Moderate or heavy rain with thunder,3.0,3.7
Lebanon,Beirut,Sunny,11.6,71.9
Lesotho,Maseru,Sunny,11.1,25.6
Liberia,Monrovia,Partly cloudy,0.7,2.5
Thailand,Nan,Partly cloudy,4.0,5.1
Liechtenstein,Vaduz,Sunny,1.2,1.3
Lithuania,Vilnius,Partly cloudy,2.8,3.1
Luxembourg,Luxembourg,Overcast,4.0,4.2
Madagascar,Antananarivo,Partly cloudy,4.2,9.7
Malawi,Lilongwe,Light rain shower,1.0,2.1
Malaysia,Kuala Lumpur,Partly cloudy,70.8,85.3
Maldives,Felidhoo,Light rain shower,1.9,5.3
Mali,Bamako,Sunny,8.7,36.4
Malta,Valletta,Sunny,47.2,163.1
Marshall Islands,Majuro,Light rain shower,1.0,2.7
Mauritania,Nouakchott,Sunny,13.2,69.3
Mauritius,Port Louis,Partly cloudy,4.6,13.5
Mexico,Mexico City,Partly cloudy,21.7,27.4
Micronesia,Palikir,Overcast,2.3,5.6
Iran,Chi Chi Khvar,Sunny,1.7,2.6
Monaco,Monaco,Partly cloudy,7.0,24.5
Mongolia,Ulaanbaatar,Partly cloudy,5.0,15.2
Montenegro,Podgorica,Partly cloudy,11.4,30.7
Morocco,Rabat,Partly cloudy,1.6,5.1
Mozambique,Maputo,Partly cloudy,6.0,23.0
Myanmar,Pathein,Clear,1.0,3.3
Namibia,Windhoek,Sunny,8.0,12.1
Turkey,Yaren,Sunny,16.1,24.9
Nepal,Kathmandu,Partly cloudy,43.3,75.4
Netherlands,Amsterdam,Partly cloudy,6.4,7.5
New Zealand,Wellington,Clear,7.5,10.3
Nicaragua,Managua,Partly cloudy,2.1,4.6
Niger,Niamey,Sunny,42.9,206.1
Nigeria,Abuja,Sunny,10.7,40.7
North Korea,Pyongyang,Partly Cloudy,26.8,35.6
Macedonia,Skopje,Partly cloudy,8.7,20.5
Norway,Oslo,Sunny,3.6,3.9
Oman,Muscat,Sunny,33.2,89.4
Pakistan,Islamabad,Sunny,20.8,35.6
Palau,Meyungs,Partly cloudy,0.8,2.5
Bolivia,National,Partly Cloudy,0.6,0.6
Panama,Panama City,Partly cloudy,6.7,7.9
Papua New Guinea,Port Moresby,Partly cloudy,2.3,3.4
Paraguay,Pasto,Overcast,4.0,4.5
Peru,Lima,Partly Cloudy,6.1,17.9
Philippines,Manila,Partly cloudy,33.3,50.1
Poland,Warsaw,Sunny,2.9,3.4
Portugal,Lisbon,Partly cloudy,1.4,2.5
Qatar,Doha,Sunny,20.1,51.0
Romania,Bucharest,Sunny,6.3,9.1
Russia,Moscow,Sunny,2.7,4.6
Rwanda,Kigali,Partly cloudy,5.4,7.2
Saint Kitts and Nevis,Basseterre,Partly cloudy,2.0,8.1
Saint Lucia,Castries,Partly cloudy,2.2,11.4
Saint Vincent and the Grenadines,Kingstown,Partly cloudy,2.2,7.4
Samoa,Apia,Partly cloudy,3.7,15.9
San Marino,San Marino,Sunny,22.0,33.9
Belgium,'S Gravenstaffel,Partly cloudy,9.5,12.1
Saudi Arabia,Riyadh,Sunny,18.6,89.2
Senegal,Dakar,Sunny,8.3,33.8
Serbia,Belgrade,Sunny,8.9,13.8
Seychelles Islands,Victoria,Partly cloudy,1.8,3.1
Sierra Leone,Freetown,Patchy rain nearby,1.0,1.6
Singapore,Singapore,Partly cloudy,9.6,12.3
Slovakia,Bratislava,Partly cloudy,5.6,6.4
Slovenia,Ljubljana,Partly cloudy,4.9,7.9
Solomon Islands,Honiara,Partly cloudy,0.5,0.6
Somalia,Mogadishu,Partly cloudy,3.5,15.4
South Africa,Pretoria,Sunny,39.8,51.1
South Korea,Seoul,Clear,32.3,42.7
Sudan,Juba,Sunny,22.6,95.3
Spain,Madrid,Partly cloudy,0.5,0.7
Sri Lanka,Colombo,Light rain,1.8,3.4
Sudan,Khartoum,Sunny,19.3,79.0
Suriname,Paramaribo,Patchy rain nearby,0.7,1.0
Sweden,Stockholm,Sunny,3.0,3.8
Switzerland,Bern,Partly cloudy,1.7,1.9
Syria,Damascus,Sunny,13.5,37.7
Tajikistan,Dushanbe,Mist,1.9,2.9
Tanzania,Dodoma,Sunny,1.2,2.2
Thailand,Bangkok,Moderate or heavy rain with thunder,14.8,28.0
Timor-Leste,Dili,Clear,1.9,4.2
Bulgaria,Lom,Sunny,7.6,12.5
Tonga,Nuku`Aloia,Light rain,3.5,11.6
Trinidad and Tobago,Port Of Spain,Partly cloudy,1.5,4.6
Tunisia,Tunis,Partly cloudy,46.3,121.3
Turkey,Ankara,Sunny,3.3,7.2
Turkmenistan,Ashgabat,Partly cloudy,4.8,20.5
Tuvalu,Funafuti,Partly cloudy,0.7,3.6
Uganda,Kampala,Partly cloudy,3.2,5.0
Ukraine,Kyiv,Partly Cloudy,4.7,5.1
United Arab Emirates,Abu Dhabi,Sunny,27.7,65.9
United Kingdom,London,Partly cloudy,6.8,8.0
United States of America,Washington Park,Sunny,0.5,0.6
Uruguay,Montevideo,Overcast,19.9,31.0
Uzbekistan,Tashkent,Partly cloudy,3.5,4.2
Vanuatu,Port Vila,Light rain shower,0.5,1.0
Venezuela,Caracas,Partly cloudy,3.1,3.3
Vietnam,Hanoi,Clear,45.7,57.1
Yemen,Sanaa,Sunny,40.3,203.4
Zambia,Lusaka,Sunny,5.9,10.9
Zimbabwe,Harare,Sunny,6.2,8.5
Afghanistan,Kabul,Patchy rain nearby,5.8,13.1
Albania,Tirana,Partly cloudy,15.7,34.2
Algeria,Algiers,Partly cloudy,6.3,18.9
Andorra,Andorra La Vella,Patchy rain nearby,0.7,0.9
Angola,Luanda,Sunny,53.2,113.2
Antigua and Barbuda,Saint John's,Partly cloudy,0.8,4.2
Argentina,Buenos Aires,Sunny,1.3,2.4
Armenia,Yerevan,Partly cloudy,1.4,1.7
Australia,Canberra,Clear,0.5,0.7
Austria,Vienna,Partly cloudy,3.8,4.5
Azerbaijan,Baku,Partly cloudy,1.5,1.8
Bahamas,Nassau,Partly cloudy,2.3,4.2
Bahrain,Manama,Sunny,35.5,84.4
Bangladesh,Dhaka,Patchy rain nearby,100.1,136.1
Barbados,Bridgetown,Partly cloudy,1.6,3.9
Belarus,Minsk,Moderate or heavy rain with thunder,2.4,2.6
Belgium,Brussels,Partly cloudy,5.1,6.1
Belize,Belmopan,Partly cloudy,4.6,15.2
Benin,Porto-Novo,Patchy light rain with thunder,2.1,4.4
Bhutan,Thimphu,Light rain shower,9.0,11.2
Bolivia,Sucre,Sunny,5.2,11.4
Bosnia and Herzegovina,Sarajevo,Moderate or heavy rain with thunder,3.4,5.6
Botswana,Gaborone,Sunny,18.9,26.0
Brazil,Bras,Patchy rain nearby,0.5,0.5
Brunei Darussalam,Bandar Seri Begawan,Partly cloudy,8.0,8.2
Bulgaria,Sofia,Overcast,3.7,4.9
Burkina Faso,Ouagadougou,Partly cloudy,25.1,124.7
Burundi,Bujumbura,Patchy rain nearby,2.6,7.3
Madagascar,Ivory,Sunny,1.2,3.2
Cape Verde,Praia,Partly cloudy,3.4,15.6
Cambodia,Phnom Penh,Partly cloudy,9.1,17.8
Cameroon,Yaounde,Patchy light rain with thunder,1.8,2.9
Canada,Ottawa,Partly cloudy,11.0,11.4
Central African Republic,Bangui,Partly cloudy,0.5,1.3
Chad,N'djamena,Sunny,27.2,105.4
Chile,Santiago,Mist,502.1,565.7
China,Beijing,Clear,101.6,135.2
Bulgaria,Bogot,Patchy rain nearby,4.4,5.2
Comoros,Moroni,Light rain shower,2.0,4.6
Congo,Brazzaville,Sunny,11.1,23.7
Costa Rica,San Juan,Partly cloudy,5.1,6.9
Croatia,Zagreb,Partly cloudy,4.2,6.7
Cuba,Havana,Partly cloudy,41.8,51.8
Cyprus,Nicosia,Sunny,20.7,68.7
Czech Republic,Prague,Partly cloudy,2.7,3.6
Democratic Republic of Congo,Kinshasa,Sunny,11.1,23.7
Denmark,Copenhagen,Sunny,4.2,4.6
Djibouti,Djibouti,Sunny,7.4,13.4
Dominica,Roseau,Partly cloudy,1.6,8.2
Dominican Republic,Santo Domingo,Partly cloudy,10.1,14.9
Ecuador,Quito,Sunny,29.1,33.2
Egypt,Cairo,Sunny,43.0,217.0
El Salvador,San Salvador,Partly cloudy,34.0,45.7
Equatorial Guinea,Malabo,Partly cloudy,0.9,1.6
Eritrea,Asmara,Patchy rain nearby,18.0,70.6
Estonia,Tallinn,Sunny,3.2,3.4
Swaziland,Mbabane,Partly cloudy,34.8,43.2
Ethiopia,Addis Ababa,Partly cloudy,19.6,67.6
Fiji Islands,Suva,Partly cloudy,1.9,2.2
Finland,Helsinki,Sunny,15.2,21.0
France,Paris,Partly cloudy,4.1,4.6
Gabon,Libreville,Partly cloudy,38.9,51.1
Gambia,Banjul,Sunny,22.2,58.6
Georgia,Tbilisi,Partly cloudy,1.8,2.2
Germany,Berlin,Moderate or heavy rain shower,3.6,4.0
Ghana,Accra,Partly cloudy,4.0,6.8
Greece,Athens,Partly cloudy,18.2,24.6
Grenada,Saint George's,Partly cloudy,1.8,6.2
Guatemala,Guatemala City,Mist,65.7,117.9
Guinea,Conakry,Partly cloudy,5.7,17.9
Guinea-Bissau,Bissau,Sunny,10.2,36.0
Guyana,Georgetown,Partly cloudy,2.2,2.9
Haiti,Port-Au-Prince,Partly cloudy,6.1,13.4
Vatican City,Vatican City,Partly cloudy,8.9,16.3
Honduras,Tegucigalpa,Overcast,26.6,42.5
Hungary,Budapest,Moderate or heavy rain with thunder,11.8,13.6
Iceland,Grindavik,Partly cloudy,0.8,3.1
India,New Delhi,Mist,30.7,56.4
Indonesia,Jakarta,Partly cloudy,498.6,647.9
