Season,No.overall,No. inseason,Title,Directed by,Written by,Original air date,Prod.code,U.S. viewers(millions),plot
4,84,21,"""The Agreement Dissection""",Mark Cendrowski,Story by : Bill Prady & Dave Goetsch & Eddie GorodetskyTeleplay by : Chuck Lorre & Steven Molaro & Eric Kaplan,"April 28, 2011",3X6671,10.71,"When Leonard takes a shower with Priya, he gets charged with two violations of the roommate agreement: Leonard denied access to the bathroom when Sheldon had to urinate and Leonard was not the only person in the shower. However, Priya uses her legal skills to nullify the charges. When the guys take advantage of Priya's skills in order to eat Greek food, which Sheldon does not like at all, on pizza night, Sheldon seeks shelter with Penny, who invites him to join her on a girls' night out with Amy and Bernadette badmouthing Priya. After the girls have some cocktails and Sheldon mentions he had learned to dance at cotillions as a child, they take Sheldon dancing. Afterwards, Sheldon takes a drunken Amy back to her apartment. Amy tells Sheldon to fight dirty against Priya, and then proceeds to kiss him before rushing to her bathroom to vomit. The next day, Sheldon blackmails Leonard into signing a revised roommate agreement, threatening to send an e-mail informing Priya's parents about their relationship. Fearful of her parents learning of her dating a non-Indian, Priya urges a resistant Leonard to sign. Sheldon then receives a video call from a hungover and confused Amy, and assures her that nothing happened between them after the kiss and suggests they move forward from it, to which Amy agrees. Title reference: Priya using her skills as a lawyer to nullify Leonard and Sheldon's roommate agreement."
4,85,22,"""The Wildebeest Implementation""",Mark Cendrowski,Story by : Chuck Lorre & Steven Molaro & Eric KaplanTeleplay by : Bill Prady & Eddie Gorodetsky & Maria Ferrari,"May 5, 2011",3X6672,10.5,"Bernadette reveals that she and Howard have been invited to a double date by Priya. Amy proposes to use Bernadette to spy on Priya and spread disinformation about Penny and Leonard. Meanwhile, Raj, who is still very lonely, visits Sheldon, who is busy developing a version of three-player chess. Raj asks whether he should take an experimental drug to cure his social anxiety. Sheldon advises Raj to do so and accompanies him to a coffee shop to observe the drug's effectiveness. It ends up working very well, as Raj starts to talk to a woman named Angela, who also seems to like him. However, Raj loses all his inhibitions and strips to his briefs, scaring off Angela, before he strips completely. Finally, Sheldon, Leonard and Howard play Sheldon's chess while a still-nude Raj watches them. Title reference: Amy's metaphor about Bernadette being a ""weak wildebeest""."
4,86,23,"""The Engagement Reaction""",Howard Murray,Story by : Bill Prady & Eric Kaplan & Jim ReynoldsTeleplay by : Chuck Lorre & Steven Molaro & Steve Holland,"May 12, 2011",3X6673,10.78,"Bernadette and Howard decide to inform their respective parents about their engagement. Howard arranges a lunch for his fiancée and his mother and they end up getting along well. After Howard hears the good news while talking to his mother, who is in the bathroom, he tells her the news. To his horror, she collapses from an apparent heart attack. Howard takes her to hospital. The others rush to join him. Sheldon is initially reluctant and only agrees to go after Penny pressures him. When Bernadette finds out that Howard was telling his mother about his engagement before she collapsed, she is very upset, as she believes that she is the reason all this happened. The doctor informs them that it had not been a heart attack and that she wants to see Bernadette. It is revealed that she actually had food poisoning from the restaurant. Howard's mother worries about Bernadette's well-being, whom she actually likes. Bernadette ends up being mad at Howard, as he led her to believe that it was all her fault. While in the hospital, Priya and Penny start searching for the cafeteria and bond in the process. They mainly discuss Leonard's skills in the bedroom. Sheldon tries to avoid contact with anything in the hospital. To dodge a coughing patient, he shelters in what turns out to be a bio-hazard room. He is quarantined in the hospital for two weeks, with his hazmat-suited friends keeping him company. Title reference: Mrs. Wolowitz's reaction to the news of Howard and Bernadette's engagement."
4,87,24,"""The Roommate Transmogrification""",Mark Cendrowski,Story by : Chuck Lorre & Steven Molaro & Eddie GorodetskyTeleplay by : Bill Prady & Eric Kaplan & Jim Reynolds,"May 19, 2011",3X6674,11.3,"Bernadette announces that she is getting her Ph.D. and being offered a well-paid job. She decides to buy Howard a Rolex watch and tells him to ""let her worry about the money"", a comment that disturbs Howard. Meanwhile, Leonard's and Priya's noisy sexual encounters send Raj to spend the night at Sheldon's apartment. When Leonard finds him in his bed, he proposes that Raj moves in with Sheldon until Priya finds her own place. Raj likes the idea, signs Sheldon's roommate paperwork and moves in with him. He then prepares a fancy dinner for them which delights Sheldon who decides Raj is a much better roommate than Leonard. Penny stops by, stays for dinner and the both of them get drunk. She confesses that she should not have broken up with Leonard, and tells Raj she would be ""on"" him if they were not friends. When Priya receives a video call from her parents, Leonard overhears them saying that she is moving back to India and interrupts, revealing their relationship to her parents. At the end of the episode, Sheldon discovers Leonard sleeping on their couch, just before Howard shows up after a fight with Bernadette over the watch. Penny wakes up in bed with Raj and becomes horrified when she realizes that she hooked up with him. She tells him not to say anything about the night before and tries to sneak out of the apartment; however, they are busted by the others. Penny just states that it is not what it looks like and leaves. Title reference: Raj becoming Sheldon's new roommate."
5,88,1,"""The Skank Reflex Analysis""",Mark Cendrowski,Story by : Eric Kaplan & Maria Ferrari & Anthony Del BroccoloTeleplay by : Chuck Lorre & Bill Prady & Steven Molaro,"September 22, 2011",3X6851,14.3,"Raj finds himself in hot water with Leonard after his night with Penny and also with Howard. Raj has feelings for Penny and talks to her about the recent events. Penny feels that this has damaged her relationship with the guys permanently and decides to move back to Nebraska, as she has not had any worthwhile acting jobs since moving. Sheldon appoints himself as the captain of the paintball team. Title reference: Amy has a term for Penny's behavior that is responsible. Amy also reminds her that, she still is considered ""great""."
5,89,2,"""The Infestation Hypothesis""",Mark Cendrowski,Story by : Bill Prady & Steven Molaro & Maria FerrariTeleplay by : Chuck Lorre & Jim Reynolds & Steve Holland,"September 22, 2011",3X6852,14.94,"Penny gets a new chair, which Sheldon enjoys until he finds out that she picked it up from the street. He constantly pesters Penny to dispose of it, to no avail. Note: Melissa Rauch is absent in this episode. Title reference: Sheldon worrying over what hazards Penny's chair might contain."
5,90,3,"""The Pulled Groin Extrapolation""",Mark Cendrowski,Story by : Chuck Lorre & Eric Kaplan & Jim ReynoldsTeleplay by : Bill Prady & Steven Molaro & Dave Goetsch,"September 29, 2011",3X6853,14.74,"Sheldon goes to the model train store to hear a lecture on model trains, and is convinced into buying an HO gauge model train set. Amy decides to take Leonard instead of Sheldon as her date to a wedding for two scientists. Meanwhile, Howard and Bernadette's relationship hits a snag when Bernadette tells Howard that she would not move in with him and his mother after they get married. Howard asks her to stay with him and his mother for the weekend as a ""trial"", to which she agrees. Title reference: Sheldon hitting Leonard after misinterpreting Leonard's pulled groin was caused by having sex with Amy."
5,91,4,"""The Wiggly Finger Catalyst""",Mark Cendrowski,Story by : Chuck Lorre & Dave Goetsch & Anthony Del BroccoloTeleplay by : Bill Prady & Steven Molaro & Steve Holland,"October 6, 2011",3X6854,13.92,"Penny sets up Raj on a date with her deaf friend Emily, for whom his selective mutism is no longer an issue. Meanwhile, Sheldon decides to use the Dungeons & Dragons dice to help him make trivial decisions so that his mind is free for more important things. Although this allows him to get some important work done more efficiently, it also results in him eating things he would not normally eat, and making odd decisions. Title reference: Raj and Howard's use of sign language to communicate with Emily."
5,92,5,"""The Russian Rocket Reaction""",Mark Cendrowski,Story by : Bill Prady & Steven Molaro & Jim ReynoldsTeleplay by : Chuck Lorre & Eric Kaplan & Maria Ferrari,"October 13, 2011",3X6855,13.58,"Howard is ecstatic to learn that he will be traveling to the International Space Station as a payload specialist to assist in the implementation of a deep space telescope designed by his engineering team. Meanwhile, while Sheldon and Leonard are at the comic book store, Wil Wheaton shows up and invites them to a party at his house. Title reference: Bernadette's reaction to Howard planning to fly to the International Space Station with a Russian Soyuz rocket."
5,93,6,"""The Rhinitis Revelation""",Howard Murray,Story by : Chuck Lorre & Eric Kaplan & Steve HollandTeleplay by : Bill Prady & Steven Molaro & Jim Reynolds,"October 20, 2011",3X6857,14.93,"Sheldon's mother comes to Pasadena for a weekend visit while waiting to board a Christian cruise called the ""Born Again Boat Ride"". However she decides to spend her time eating out and going sightseeing around Los Angeles with Leonard, Penny, Howard and Raj instead of cooking and watching Sheldon embarrass a Nobel laureate. This upsets him, creating a standoff between himself and his mother. When he talks about his mother's behavior to Amy, she counsels him that while he is a genius, his emotional reactions to his mother ignoring him are no different from that of any other human being, and that the less intelligent might be able to handle their emotions better by not over thinking them. While returning home that evening, he gets caught in the rain and comes down with a fever, prompting his mother to nurse him back to health. Title reference: Sheldon comes down with a case of Rhinitis after discovering the truth of his emotional development."
