Book,Num_Ratings,Genres
Beloved,"405,076","['Fiction', 'Classics', 'Historical Fiction', 'Magical Realism', 'Literature', 'Historical', 'School']"
Atonement,"498,043","['Fiction', 'Historical Fiction', 'Classics', 'Romance', 'Historical', 'War', 'Literary Fiction']"
Go Ask Alice,"265,454","['Young Adult', 'Fiction', 'Classics', 'Contemporary', 'Mental Health', 'Realistic Fiction', 'Teen']"
My Sister's Keeper,"1,176,249","['Fiction', 'Contemporary', 'Chick Lit', 'Young Adult', 'Drama', 'Adult', 'Adult Fiction']"
Tuck Everlasting,"262,788","['Fantasy', 'Classics', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'School']"
Stranger in a Strange Land,"303,442","['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Novels', 'Speculative Fiction']"
The Sun Also Rises,"420,059","['Classics', 'Fiction', 'Literature', 'Novels', 'Historical Fiction', 'American', 'Spain']"
"Divergent (Divergent, #1)","3,707,043","['Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Science Fiction', 'Romance', 'Adventure']"
"The Mists of Avalon (Avalon, #1)","202,492","['Fantasy', 'Fiction', 'Historical Fiction', 'Arthurian', 'Mythology', 'Classics', 'Historical']"
Mere Christianity,"378,880","['Christian', 'Nonfiction', 'Religion', 'Theology', 'Christianity', 'Classics', 'Philosophy']"
The Tale of Peter Rabbit,"238,241","['Childrens', 'Classics', 'Picture Books', 'Fiction', 'Animals', 'Fantasy', 'Short Stories']"
The Phantom Tollbooth,"275,780","['Fantasy', 'Fiction', 'Classics', 'Childrens', 'Young Adult', 'Middle Grade', 'Adventure']"
The Things They Carried,"295,046","['Fiction', 'Historical Fiction', 'Classics', 'War', 'Short Stories', 'School', 'Historical']"
"The Lightning Thief (Percy Jackson and the Olympians, #1)","2,694,539","['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Childrens']"
"Murder on the Orient Express (Hercule Poirot, #10)","557,417","['Mystery', 'Classics', 'Fiction', 'Crime', 'Mystery Thriller', 'Thriller', 'Audiobook']"
Number the Stars,"536,361","['Historical Fiction', 'Young Adult', 'Fiction', 'Classics', 'Childrens', 'Historical', 'Middle Grade']"
The Constitution of the United States of America,"27,003","['History', 'Nonfiction', 'Politics', 'Classics', 'Philosophy', 'Law', 'Reference']"
Bury My Heart at Wounded Knee: An Indian History of the American West,"86,999","['History', 'Nonfiction', 'American History', 'Classics', 'Historical', 'Politics', 'Race']"
James and the Giant Peach,"450,464","['Childrens', 'Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Middle Grade', 'Adventure']"
The Complete Maus,"199,887","['Graphic Novels', 'Comics', 'Nonfiction', 'History', 'Biography', 'Memoir', 'Historical']"
"The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)","313,695","['Science Fiction', 'Fiction', 'Humor', 'Fantasy', 'Classics', 'Comedy', 'Science Fiction Fantasy']"
Middlesex,"625,185","['Fiction', 'Historical Fiction', 'Contemporary', 'LGBT', 'Literary Fiction', 'Classics', 'Novels']"
Schindler's List,"156,966","['History', 'Nonfiction', 'Classics', 'Holocaust', 'War', 'Historical', 'World War II']"
The Autobiography of Malcolm X,"254,482","['Nonfiction', 'Biography', 'History', 'Memoir', 'Autobiography', 'Race', 'Politics']"
The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,"118,695","['Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Childrens', 'Graphic Novels Comics', 'Comedy']"
A Little Princess,"297,169","['Classics', 'Fiction', 'Childrens', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Historical']"
"A Child Called ""It"" (Dave Pelzer, #1)","419,084","['Nonfiction', 'Memoir', 'Biography', 'Psychology', 'Autobiography', 'Abuse', 'Adult']"
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,"341,731","['Nonfiction', 'Memoir', 'Biography', 'Travel', 'Education', 'Book Club', 'Biography Memoir']"
Leaves of Grass,"98,151","['Poetry', 'Classics', 'Fiction', 'Literature', 'American', '19th Century', 'Philosophy']"
Into the Wild,"1,037,235","['Travel', 'Adventure', 'Classics', 'Fiction', 'Nature', 'School', 'Biography Memoir']"
Their Eyes Were Watching God,"324,281","['Classics', 'Fiction', 'Historical Fiction', 'School', 'African American', 'Literature', 'Feminism']"
The Wind in the Willows,"205,800","['Fiction', 'Fantasy', 'Childrens', 'Classics', 'Animals', 'Young Adult', 'Adventure']"
Speak,"565,317","['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Mental Health', 'Teen', 'Coming Of Age']"
Peter Pan,"331,308","['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Adventure', 'Young Adult', 'Middle Grade']"
The Republic,"194,607","['Philosophy', 'Classics', 'Nonfiction', 'Politics', 'History', 'School', 'Literature']"
A People's History of the United States,"232,434","['History', 'Nonfiction', 'Politics', 'American History', 'Historical', 'Social Justice', 'Classics']"
The World According to Garp,"222,249","['Fiction', 'Classics', 'Contemporary', 'Literature', 'Novels', 'Literary Fiction', 'Humor']"
"American Gods (American Gods, #1)","882,736","['Fantasy', 'Fiction', 'Mythology', 'Urban Fantasy', 'Audiobook', 'Science Fiction', 'Science Fiction Fantasy']"
"Holes (Holes, #1)","1,138,631","['Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Classics', 'Realistic Fiction', 'School']"
Looking for Alaska,"1,485,793","['Young Adult', 'Fiction', 'Contemporary', 'Romance', 'Realistic Fiction', 'Coming Of Age', 'Teen']"
The Story of My Life,"144,753","['Nonfiction', 'Biography', 'Classics', 'Memoir', 'History', 'Autobiography', 'Biography Memoir']"
The Secret Magdalene,"4,446","['Historical Fiction', 'Fiction', 'Religion', 'Historical', 'Spirituality', 'Novels', 'Literature']"
"Things Fall Apart (The African Trilogy, #1)","348,692","['Fiction', 'Classics', 'Historical Fiction', 'Africa', 'School', 'Literature', 'Nigeria']"
"The Hound of the Baskervilles (Sherlock Holmes, #5)","322,447","['Classics', 'Mystery', 'Fiction', 'Crime', 'Detective', 'Mystery Thriller', 'Thriller']"
A Short History of Nearly Everything,"366,394","['Nonfiction', 'Science', 'History', 'Audiobook', 'Humor', 'Physics', 'Popular Science']"
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","681,446","['Fantasy', 'Fiction', 'Humor', 'Urban Fantasy', 'Comedy', 'Audiobook', 'Science Fiction Fantasy']"
The Addiction Manifesto,"1,068","['Nonfiction', 'Self Help', 'Memoir', 'Mental Health', 'Biography']"
A Brief History of Time,"404,709","['Science', 'Nonfiction', 'Physics', 'History', 'Classics', 'Astronomy', 'Philosophy']"
زندگی مه آلود پریا,990,['Fiction']
Island of the Blue Dolphins,"322,474","['Young Adult', 'Fiction', 'Historical Fiction', 'Classics', 'Childrens', 'Middle Grade', 'Adventure']"
A Farewell to Arms,"305,155","['Classics', 'Fiction', 'Historical Fiction', 'War', 'Literature', 'Novels', 'American']"
Cat's Cradle,"384,102","['Fiction', 'Classics', 'Science Fiction', 'Humor', 'Literature', 'Novels', 'Dystopia']"
A Separate Peace,"211,397","['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'School', 'Coming Of Age', 'High School']"
Blindness,"265,298","['Fiction', 'Dystopia', 'Science Fiction', 'Classics', 'Novels', 'Literature', 'Portugal']"
The Complete Fairy Tales,"106,278","['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Fairy Tales', 'Short Stories', 'Literature']"
The Raven,"132,220","['Classics', 'Poetry', 'Horror', 'Fiction', 'Short Stories', 'Gothic', 'School']"
The Shack,"619,435","['Fiction', 'Christian', 'Christian Fiction', 'Religion', 'Spirituality', 'Faith', 'Inspirational']"
The God Delusion,"260,122","['Nonfiction', 'Religion', 'Science', 'Philosophy', 'Atheism', 'Psychology', 'Spirituality']"
Fried Green Tomatoes at the Whistle Stop Cafe (Whistle Stop #1),"295,793","['Fiction', 'Historical Fiction', 'LGBT', 'Classics', 'Chick Lit', 'Queer', 'Historical']"
Madame Bovary,"312,546","['Classics', 'Fiction', 'France', 'Literature', 'French Literature', 'Romance', '19th Century']"
The Joy Luck Club,"668,714","['Fiction', 'Historical Fiction', 'Classics', 'China', 'Contemporary', 'Adult Fiction', 'Adult']"
Tao Te Ching,"146,590","['Philosophy', 'Nonfiction', 'Classics', 'Religion', 'Spirituality', 'Poetry', 'China']"
Sophie's Choice,"88,572","['Fiction', 'Classics', 'Historical Fiction', 'Holocaust', 'War', 'Historical', 'World War II']"
The Neverending Story,"191,513","['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'German Literature']"
A Confederacy of Dunces,"263,865","['Fiction', 'Classics', 'Humor', 'Literature', 'Comedy', 'Novels', 'American']"
Never Let Me Go,"628,591","['Fiction', 'Science Fiction', 'Dystopia', 'Contemporary', 'Literary Fiction', 'Romance', 'Adult']"
How to Win Friends and Influence People,"889,455","['Self Help', 'Nonfiction', 'Business', 'Psychology', 'Personal Development', 'Leadership', 'Communication']"
Extremely Loud & Incredibly Close,"411,428","['Fiction', 'Contemporary', 'Historical Fiction', 'Novels', 'Literary Fiction', 'Adult', 'Adult Fiction']"
Flow Down Like Silver,"4,593","['Historical Fiction', 'Fiction', 'Egypt', 'Historical', 'Philosophy', 'Literature', 'Africa']"
"The Clan of the Cave Bear (Earth's Children, #1)","257,574","['Historical Fiction', 'Fiction', 'Fantasy', 'Historical', 'Classics', 'Romance', 'Adventure']"
"Guns, Germs, and Steel: The Fates of Human Societies","385,124","['History', 'Nonfiction', 'Science', 'Anthropology', 'Sociology', 'Politics', 'Economics']"
"Angels & Demons (Robert Langdon, #1)","3,073,715","['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Suspense', 'Adventure', 'Crime']"
Tess of the D'Urbervilles,"272,087","['Classics', 'Fiction', 'Romance', 'Literature', 'Historical Fiction', '19th Century', 'Victorian']"
The Color Purple,"633,926","['Classics', 'Fiction', 'Historical Fiction', 'Feminism', 'LGBT', 'Historical', 'African American']"
"Outlander (Outlander, #1)","990,607","['Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Time Travel', 'Historical', 'Historical Romance']"
"Eclipse (The Twilight Saga, #3)","1,702,478","['Young Adult', 'Fantasy', 'Romance', 'Vampires', 'Fiction', 'Paranormal', 'Paranormal Romance']"
The Tao of Pooh,"114,934","['Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism']"
One Day in the Life of Ivan Denisovich,"107,459","['Fiction', 'Classics', 'Russia', 'Historical Fiction', 'Russian Literature', 'Literature', 'Novels']"
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,"693,832","['Self Help', 'Nonfiction', 'Business', 'Personal Development', 'Psychology', 'Leadership', 'Productivity']"
Ulysses,"122,804","['Classics', 'Fiction', 'Literature', 'Novels', 'Ireland', 'Irish Literature', '20th Century']"
A Light in the Attic,"428,435","['Poetry', 'Childrens', 'Classics', 'Fiction', 'Humor', 'Young Adult', 'Picture Books']"
Nickel and Dimed: On (Not) Getting by in America,"188,698","['Nonfiction', 'Sociology', 'Politics', 'Economics', 'Memoir', 'Social Justice', 'Poverty']"
"Breaking Dawn (The Twilight Saga, #4)","1,604,343","['Fantasy', 'Young Adult', 'Romance', 'Vampires', 'Fiction', 'Paranormal', 'Paranormal Romance']"
The Jungle,"140,340","['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Politics', 'School', 'Novels']"
"Lonesome Dove (Lonesome Dove, #1)","176,692","['Fiction', 'Historical Fiction', 'Westerns', 'Classics', 'Historical', 'Adventure', 'Novels']"
"The Name of the Wind (The Kingkiller Chronicle, #1)","891,992","['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adult']"
The Phantom of the Opera,"228,409","['Classics', 'Fiction', 'Horror', 'Romance', 'Gothic', 'Mystery', 'Historical Fiction']"
Paradise Lost,"157,764","['Classics', 'Poetry', 'Fiction', 'Literature', 'Religion', 'Fantasy', 'Philosophy']"
Horton Hears a Who!,"106,453","['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Animals']"
The God of Small Things,"283,503","['Fiction', 'India', 'Historical Fiction', 'Classics', 'Contemporary', 'Literary Fiction', 'Indian Literature']"
All Creatures Great and Small / All Things Bright and Beautiful,"14,358","['Nonfiction', 'Classics', 'Animals', 'Memoir', 'Biography', 'Humor', 'Nature']"
"Are You There God? It's Me, Margaret","212,223","['Young Adult', 'Fiction', 'Childrens', 'Classics', 'Middle Grade', 'Coming Of Age', 'Realistic Fiction']"
The Green Mile,"298,637","['Horror', 'Fiction', 'Fantasy', 'Thriller', 'Mystery', 'Classics', 'Crime']"
The Iliad / The Odyssey,"72,383","['Classics', 'Fiction', 'Poetry', 'Mythology', 'Fantasy', 'Literature', 'Historical Fiction']"
The House of the Spirits,"243,988","['Fiction', 'Magical Realism', 'Historical Fiction', 'Classics', 'Fantasy', 'Spanish Literature', 'Historical']"
Treasure Island,"464,664","['Fiction', 'Adventure', 'Classics', 'Historical Fiction', 'Young Adult', 'Childrens', 'Pirates']"
"The Shining (The Shining, #1)","1,387,146","['Horror', 'Fiction', 'Thriller', 'Classics', 'Fantasy', 'Paranormal', 'Mystery']"
V for Vendetta,"299,765","['Graphic Novels', 'Comics', 'Fiction', 'Dystopia', 'Science Fiction', 'Graphic Novels Comics', 'Classics']"
The Complete Works,"54,934","['Classics', 'Poetry', 'Fiction', 'Plays', 'Drama', 'Literature', 'Reference']"
"New Moon (The Twilight Saga, #2)","1,807,222","['Fantasy', 'Young Adult', 'Romance', 'Vampires', 'Fiction', 'Paranormal', 'Paranormal Romance']"
"The Foundation Trilogy (Foundation, #1-3)","99,646","['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Space Opera', 'Literature']"
Julius Caesar,"194,812","['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Historical Fiction', 'Read For School']"
"Little House in the Big Woods (Little House, #1)","258,953","['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade']"
"Neverwhere (London Below, #1)","501,602","['Fantasy', 'Fiction', 'Urban Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Science Fiction', 'Horror']"
The Guernsey Literary and Potato Peel Pie Society,"719,137","['Historical Fiction', 'Fiction', 'Romance', 'Historical', 'World War II', 'Book Club', 'War']"
The Elements of Style,"81,796","['Writing', 'Nonfiction', 'Reference', 'Language', 'Classics', 'Education', 'Self Help']"
The Importance of Being Earnest,"351,494","['Classics', 'Plays', 'Fiction', 'Drama', 'Humor', 'Literature', 'School']"
"Harry Potter and the Order of the Phoenix (Harry Potter, #5)","3,147,846","['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Audiobook', 'Adventure']"
For Whom the Bell Tolls,"280,515","['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'War', 'Novels', 'American']"
David Copperfield,"226,005","['Classics', 'Fiction', 'Literature', 'Historical Fiction', '19th Century', 'Novels', 'British Literature']"
"Unbroken: A World War II Story of Survival, Resilience and Redemption","897,253","['Nonfiction', 'History', 'Biography', 'World War II', 'War', 'Historical', 'Audiobook']"
"The Girl Who Played with Fire (Millennium, #2)","892,818","['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary']"
The Thorn Birds,"341,020","['Fiction', 'Historical Fiction', 'Romance', 'Classics', 'Australia', 'Historical', 'Historical Romance']"
"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)","222,549","['Philosophy', 'Fiction', 'Classics', 'Spirituality', 'Travel', 'Psychology', 'Self Help']"
Death of a Salesman,"221,290","['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Theatre', 'Literature']"
A Walk in the Woods: Rediscovering America on the Appalachian Trail,"392,565","['Nonfiction', 'Travel', 'Memoir', 'Humor', 'Nature', 'Adventure', 'Audiobook']"
Othello,"369,920","['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Theatre', 'Literature']"
The Communist Manifesto,"150,373","['Philosophy', 'Nonfiction', 'Politics', 'Classics', 'History', 'Economics', 'Sociology']"
Beowulf,"288,583","['Classics', 'Poetry', 'Fiction', 'Fantasy', 'Mythology', 'School', 'Literature']"
Norwegian Wood,"533,298","['Fiction', 'Romance', 'Japan', 'Contemporary', 'Japanese Literature', 'Novels', 'Classics']"
"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)","589,186","['Fantasy', 'Fiction', 'Adult', 'Retellings', 'Science Fiction Fantasy', 'Adult Fiction', 'Witches']"
It,"1,026,135","['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Audiobook', 'Classics', 'Mystery']"
Room,"783,235","['Fiction', 'Contemporary', 'Adult', 'Thriller', 'Adult Fiction', 'Audiobook', 'Book Club']"
A Fine Balance,"144,031","['Fiction', 'Historical Fiction', 'India', 'Indian Literature', 'Literary Fiction', 'Canada', 'Historical']"
"Eragon (The Inheritance Cycle, #1)","1,675,932","['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Adventure', 'Magic', 'High Fantasy']"
"The Chosen (Reuven Malther, #1)","91,050","['Fiction', 'Classics', 'Historical Fiction', 'Young Adult', 'Jewish', 'Religion', 'School']"
Thirteen Reasons Why,"927,921","['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Mental Health', 'Mystery', 'Teen']"
The Trigger: Hunting the Assassin Who Brought the World to War,"3,908","['History', 'Nonfiction', 'World War I', 'Biography', 'War', 'Travel', 'Politics']"
The Awakening,"197,131","['Classics', 'Fiction', 'Feminism', 'School', 'Literature', 'Historical Fiction', 'Read For School']"
The Martian Chronicles,"248,937","['Science Fiction', 'Fiction', 'Classics', 'Short Stories', 'Fantasy', 'Science Fiction Fantasy', 'Audiobook']"
The Reader,"199,345","['Fiction', 'Historical Fiction', 'Classics', 'German Literature', 'Romance', 'Holocaust', 'Historical']"
Who Moved My Cheese?,"447,976","['Nonfiction', 'Self Help', 'Business', 'Psychology', 'Leadership', 'Personal Development', 'Management']"
The Plague,"238,718","['Fiction', 'Classics', 'Philosophy', 'France', 'Literature', 'French Literature', 'Novels']"
"The Host (The Host, #1)","977,653","['Young Adult', 'Science Fiction', 'Fantasy', 'Romance', 'Fiction', 'Dystopia', 'Paranormal']"
