id,premise,hypothesis,lang_abv
461c7c397b,"On August 4, President Bush wrote that President Musharraf had asked for his support in the fight against terrorism and called on Pakistan to take a proactive stance against al-Qaeda.",President Musharraf immediately responded to President Bush.,ar
3fc843810d,Just because exercise has a more significant impact on sports performance doesn't mean nature is still sedentary.,Athletes are born with full potential.,es
12ddf600bd,"Thank you sir, can I answer more?",I am grateful. Can I give you one more answer?,fr
f0d46f4c2e,But even managers who try to recall these forces often gather information in an informal or informal manner.,Administrators never collect informal data.,en
c2f4d5ff32,The ratio of total social savings to GDP remains unchanged at 18.,The National Bank represents the total amount of social savings.,en
84ee3d2e82,"Although the decision-making record is far more complex than a list of non-conclusive information, the range of evidence or methods of evaluation in general should not be a major challenge for experts. Evaluation compared to our publishing process against other diagnostic methods.",GAO inspectors should have no more difficulty with the evidence.,en
e7119958d5,"Um, of course, yes, I know that why this is something known in advance.",I already slept in the car.,en
00deb39e72,"Securities, funds and special funds (except working capital funds) before debt securities.",The trust has no working capital fund.,tr
7d491168a8,"Yes, the jury initially sentenced him to death",The judgment was later revised under the supervision of a judge.,en
3348ea4471,You wear striking or professional clothing. (Or both),His clothes are provocative or conservative.,en
a6b617e4ec,South along the Caribbean Sea,The Caribbean as well as the North.,en
db4d66d4ed,"Either way, she said she stayed and did as she had for the past three years, but this time she said sadly, without any hatred before.",He didn't like the way he killed so many people over the past three years.,hi
ed35c4682f,"Near the sea, Abeem and Arabella were white front buildings that sloped down to the city's waterfront.",The city was famous for its caravans and water supply.,sw
c53f0b10e5,"They eat a lot, you know you can take vitamins, he told me to take zinc, so I have to take enough zinc, you know it will kill the horse, maybe I hope that Will not hurt me, but have you read a chapter?",I was told to take zinc.,en
ba6b8d322d,"Al-Mazudi claimed that he went to Morocco to get married, but he could not be caused by an accident here.",He didn't fasten his seat belt when the accident happened.,de
347add9c22,"What would you do about it? ""The peaks fell fast.",Tapes wanted to know what the plan was.,en
ecf1e13d6f,"She continued to look at him with bright eyes, but when she saw his frustrated face and the deep lines in his eyebrows, her expression changed.",She didn't know if he was mad at her.,zh-cn
8063b75d3a,I hate pigeons,It's okay for pigeons to ignore me.,en
5a00124a20,"For example, computers and related devices have an average depreciation rate of 31%, with 7 new versions of software being released every few years.",The app is updated regularly and is new.,en
fc60e7b8c6,"This reached the ears of his stepmother, who surrounded him this afternoon before his death, and a partial altercation occurred over his hearing.",A fight broke out between the stepmother and the man before her death.,en
c462ed131d,He is convinced that what he planned to do with his sleep is harmless. But there is no doubt that in these difficult times he fears that Mrs. Englandhorpe's death is at his door.,He thought the sleep plan hurt him.,en
6a7ef38baa,Responsibility to the Board's question is whether the procurement alternative with federal cost of participation is PP&A,The Board has no questions about federal-cost alternatives.,en
809cbcd2c7,The most successful economy depends on the good private sectors that play a role in the power of the apartheid government.,Monopoly governments usually rely on the support of competing private companies.,es
c958369a67,"As shown in Annex A-3 in Annex A, this process can be combined with the processing of building permit applications.","Building permit applications take more time to process, although they can occur simultaneously.",vi
47bc9c35fb,The EIA uses standard technical assumptions in Scheme A in developing the forecast for the base case AEO2001.,EEO2001 uses standard technical assumptions to develop the forecast for the base case AEO2001 for the post office.,en
c02fb02d31,"The bloody chief raised his head and slowly bowed in greeting, and he responded peacefully with the example.",The Captain's blood did not know his presence at all and did not even see him.,fr
e664502768,"Let me introduce you to the blood captain. Of course, the bishop must be able to surround himself in the best way.","Recently, due to his job, Captain Blood was promoted to his position.",fr
33f66aef6d,"And they continue to listen and support the opinion of others. However, they know that their beautiful beaches will not belong to them soon.",Now you need to share the beach with others.,th
e1fcae2570,"Eric, what do you think?",Do you have brain power?,en
75681556cf,"In memory of me, I will hang him as high as Haman! """,I won't hang him,en
fb11c058a3,"17 ""Are you sure you want to consider rejecting?",Do you want to refuse to deny?,en
4342a8ec3e,See the List of Major Coastal Attractions on pages 82-85.,This is a list that describes how sand is on each beach.,ur
189c1ba5c7,"And on the way home, Hercules told them a few things about Poirot.",The only way to get home was to sing and play together.,en
1d4162343e,What we are seeing is a description.,The data is displayed.,bg
f8a1864661,"Although recently renovated, Meadows Mall is the least charming of the three suburban malls.",The mall promoter is unattractive.,en
caba2b13fc,Eupaline boat can be identified but not claustrophobic.,The artwork will not appreciate the Eupalino tunnel.,en
