region,variety,name
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos des Papes Chateauneuf-du-Pape (1.5 Liter Magnum) 2006
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos des Papes Chateauneuf-du-Pape (1.5 Liter Magnum) 2010
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos des Papes Chateauneuf-du-Pape (1.5 Liter Magnum) 2014
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos des Papes Chateauneuf-du-Pape (1.5 Liter Magnum - torn label) 2009
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos des Papes Chateauneuf-du-Pape 1999
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos des Papes Chateauneuf-du-Pape 2003
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos des Papes Chateauneuf-du-Pape 2006
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos des Papes Chateauneuf-du-Pape 2007
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos des Papes Chateauneuf-du-Pape 2009
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos des Papes Chateauneuf-du-Pape 2011
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos des Papes Chateauneuf-du-Pape 2012
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos des Papes Chateauneuf-du-Pape 2013
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos des Papes Chateauneuf-du-Pape 2014
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos des Papes Chateauneuf-du-Pape 2016
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos des Papes Chateauneuf-du-Pape (3 Liter Bottle) 2006
"Alexander Valley, Sonoma County, California",Red Wine,Clos du Bois Alexander Valley Merlot 1998
"Alexander Valley, Sonoma County, California",Red Wine,Clos du Bois Alexander Valley Reserve Merlot 2002
"Alexander Valley, Sonoma County, California",Red Wine,Clos du Bois Alexander Valley Reserve Merlot 2003
"Alexander Valley, Sonoma County, California",Red Wine,Clos du Bois Alexander Valley Reserve Merlot 2005
"Sonoma County, California",Red Wine,Clos du Bois Briarcrest Cabernet Sauvignon 1997
"Sonoma County, California",Red Wine,Clos du Bois Briarcrest Cabernet Sauvignon 1999
"Sonoma County, California",Red Wine,Clos du Bois Briarcrest Cabernet Sauvignon 2002
"Sonoma County, California",White Wine,Clos du Bois Calcaire Vineyard Chardonnay 1997
"Sonoma County, California",White Wine,Clos du Bois Calcaire Vineyard Chardonnay 1999
"Sonoma County, California",White Wine,Clos du Bois Calcaire Vineyard Chardonnay 2000
"Russian River, Sonoma County, California",White Wine,Clos du Bois Calcaire Vineyard Chardonnay 2005
"Russian River, Sonoma County, California",White Wine,Clos du Bois Calcaire Vineyard Chardonnay 2006
"Russian River, Sonoma County, California",White Wine,Clos du Bois Calcaire Vineyard Chardonnay 2007
"Sonoma County, California",White Wine,Clos du Bois Chardonnay 2006
"North Coast, California",White Wine,Clos du Bois Chardonnay 2011
California,White Wine,Clos du Bois Chardonnay 2016
"Dry Creek Valley, Sonoma County, California",Red Wine,Clos du Bois Dry Creek Reserve Zinfandel 2000
"Sonoma County, California",White Wine,Clos du Bois Flintwood Vineyard Chardonnay 1998
"Sonoma County, California",White Wine,Clos du Bois Flintwood Vineyard Chardonnay 1999
California,Red Wine,Clos du Bois Marlstone 1997
California,Red Wine,Clos du Bois Marlstone 1999
"Sonoma County, California",Red Wine,Clos du Bois Marlstone 2002
"Sonoma County, California",Red Wine,Clos du Bois Merlot 2003
"Sonoma County, California",Red Wine,Clos du Bois Pinot Noir 1999
"Sonoma County, California",Red Wine,Clos du Bois Pinot Noir 2000
California,White Wine,Clos du Bois Sauvignon Blanc 2000
California,,Clos du Bois Semillon Late Harvest (half-bottle) 1997
"Sonoma County, California",White Wine,Clos du Bois Sonoma Valley Chardonnay 1998
"Sonoma County, California",White Wine,Clos du Bois Sonoma Valley Chardonnay 2001
California,Red Wine,Clos du Bois Winemaker Reserve Cabernet Sauvignon 1996
California,Red Wine,Clos du Bois Winemaker Reserve Cabernet Sauvignon 1997
California,Red Wine,Clos du Bois Winemaker Reserve Merlot 1997
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Caillou Chateauneuf-du-Pape Les Quartz (1.5 Liter Magnum) 2010
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Caillou Chateauneuf-du-Pape Les Quartz 1999
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Caillou Chateauneuf-du-Pape Les Quartz 2001
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Caillou Chateauneuf-du-Pape Les Quartz 2006
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Caillou Chateauneuf-du-Pape Les Quartz 2007
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Caillou Chateauneuf-du-Pape Les Quartz 2009
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Caillou Chateauneuf-du-Pape Les Quartz 2010
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Caillou Chateauneuf-du-Pape Les Quartz 2012
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Caillou Chateauneuf-du-Pape Les Quartz 2014
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Caillou Chateauneuf-du-Pape Les Quartz 2015
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Caillou Chateauneuf-du-Pape Les Quartz 2017
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Caillou Chateauneuf-du-Pape Les Safres 2009
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Caillou Chateauneuf-du-Pape Les Safres 2010
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Caillou Chateauneuf-du-Pape Les Safres 2015
"Chateauneuf-du-Pape, Rhone, France",White Wine,Clos du Caillou Chateauneuf-du-Pape Les Safres Blanc 2009
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Caillou Chateauneuf-du-Pape Quartz 2017
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Caillou Chateauneuf-du-Pape Reserve 1999
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Caillou Chateauneuf-du-Pape Reserve 2001
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Caillou Chateauneuf-du-Pape Reserve 2006
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Caillou Chateauneuf-du-Pape Reserve 2007
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Caillou Chateauneuf-du-Pape Reserve 2009
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Caillou Chateauneuf-du-Pape Reserve 2010
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Caillou Chateauneuf-du-Pape Reserve 2011
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Caillou Chateauneuf-du-Pape Reserve 2012
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Caillou Chateauneuf-du-Pape Reserve 2014
"Cotes du Rhone, Rhone, France",Red Wine,Clos du Caillou Cotes du Rhone Bouquet de Garrigues 2016
"Cotes du Rhone, Rhone, France",White Wine,Clos du Caillou Cotes du Rhone Bouquet des Garrigues Blanc 2015
"Cotes du Rhone, Rhone, France",Red Wine,Clos du Caillou Cotes Du Rhone Les Quartz (1.5 Liter Magnum) 2014
"Cotes du Rhone, Rhone, France",Red Wine,Clos du Caillou Cotes du Rhone Les Quartz 2011
"Cotes du Rhone, Rhone, France",Red Wine,Clos du Caillou Cotes du Rhone Les Quartz 2012
"Cotes du Rhone, Rhone, France",Red Wine,Clos du Caillou Cotes du Rhone Les Quartz 2014
"Cotes du Rhone, Rhone, France",Red Wine,Clos du Caillou Cotes du Rhone Les Quartz 2015
"Cotes du Rhone, Rhone, France",Red Wine,Clos du Caillou Cotes du Rhone Les Quartz 2016
"Cotes du Rhone, Rhone, France",Red Wine,Clos du Caillou Cotes du Rhone Les Quartz 2017
"Cotes du Rhone, Rhone, France",Red Wine,Clos du Caillou Cotes du Rhone Les Quartz 2018
"Cotes du Rhone, Rhone, France",Red Wine,Clos du Caillou Cotes du Rhone Rouge Reserve 2015
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Caillou Le Clos du Caillou Chateauneuf-du-Pape Tradition 2015
"Pomerol, Bordeaux, France",Red Wine,Clos du Clocher Pomerol 2000
"Vouvray, Touraine, Loire, France",White Wine,Clos du Gaimont Vouvray 2012
"Vouvray, Touraine, Loire, France",White Wine,Clos du Gaimont Vouvray 2013
"Vouvray, Touraine, Loire, France",White Wine,Clos du Gaimont Vouvray 2014
"Vouvray, Touraine, Loire, France",White Wine,Clos du Gaimont Vouvray 2015
"Vouvray, Touraine, Loire, France",White Wine,Clos du Gaimont Vouvray 2016
"Vouvray, Touraine, Loire, France",White Wine,Clos du Gaimont Vouvray 2017
"St-Julien, Bordeaux, France",Red Wine,Clos du Marquis (1.5 Liter Magnum) 2014
"St-Julien, Bordeaux, France",Red Wine,Clos du Marquis 1995
"St-Julien, Bordeaux, France",Red Wine,Clos du Marquis 1998
"St-Julien, Bordeaux, France",Red Wine,Clos du Marquis 2005
"St-Julien, Bordeaux, France",Red Wine,Clos du Marquis 2008
"St-Julien, Bordeaux, France",Red Wine,Clos du Marquis 2010
"St-Julien, Bordeaux, France",Red Wine,Clos du Marquis 2012
"St-Julien, Bordeaux, France",Red Wine,Clos du Marquis 2014
"St-Julien, Bordeaux, France",Red Wine,Clos du Marquis 2015
"St-Julien, Bordeaux, France",Red Wine,Clos du Marquis 2016
"St-Julien, Bordeaux, France",Red Wine,Clos du Marquis (Futures Pre-Sale) 2019
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Mont Olivet Chateauneuf-du-Pape 2001
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Mont Olivet Chateauneuf-du-Pape 2007
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Mont Olivet Chateauneuf-du-Pape 2009
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Mont Olivet Chateauneuf-du-Pape 2015
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Mont Olivet Chateauneuf-du-Pape 2016
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Mont Olivet Chateauneuf-du-Pape Cuvee Papet (1.5 Liter Magnum) 2007
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Mont Olivet Chateauneuf-du-Pape Cuvee Papet 2005
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Mont Olivet Chateauneuf-du-Pape Cuvee Papet 2007
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Mont Olivet Chateauneuf-du-Pape Cuvee Papet 2010
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Mont Olivet Chateauneuf-du-Pape Cuvee Papet 2015
"Chateauneuf-du-Pape, Rhone, France",Red Wine,Clos du Mont Olivet Chateauneuf-du-Pape Le Petit Mont 2015
"Cotes du Rhone, Rhone, France",Red Wine,Clos du Mont Olivet Cotes du Rhone Rouge A Seraphin 2015
"Cotes du Rhone, Rhone, France",Red Wine,Clos du Mont Olivet Cotes du Rhone Vieilles Vignes 2015
"Napa Valley, California",White Wine,Clos Du Val Ariadne 1999
"Napa Valley, California",White Wine,Clos Du Val Ariadne 2000
"Napa Valley, California",White Wine,Clos Du Val Ariadne 2001
"Napa Valley, California",Red Wine,Clos Du Val Cabernet Sauvignon (1.5 Liter Magnum) 2012
"Napa Valley, California",Red Wine,Clos Du Val Cabernet Sauvignon 2001
"Napa Valley, California",Red Wine,Clos Du Val Cabernet Sauvignon 2006
"Napa Valley, California",Red Wine,Clos Du Val Cabernet Sauvignon 2007
"Napa Valley, California",Red Wine,Clos Du Val Cabernet Sauvignon 2009
"Napa Valley, California",Red Wine,Clos Du Val Cabernet Sauvignon 2012
"Napa Valley, California",Red Wine,Clos Du Val Cabernet Sauvignon (375ML half-bottle) 2009
"Carneros, California",White Wine,Clos Du Val Carneros Chardonnay 1998
"Carneros, California",White Wine,Clos Du Val Carneros Chardonnay 1999
"Carneros, California",White Wine,Clos Du Val Carneros Chardonnay 2000
"Carneros, California",White Wine,Clos Du Val Carneros Chardonnay 2001
"Carneros, California",White Wine,Clos Du Val Carneros Chardonnay 2003
"Carneros, California",White Wine,Clos Du Val Carneros Chardonnay 2008
"Carneros, California",White Wine,Clos Du Val Carneros Chardonnay 2010
"Carneros, California",White Wine,Clos Du Val Carneros Chardonnay 2012
"Carneros, California",White Wine,Clos Du Val Carneros Chardonnay 2013
"Carneros, California",White Wine,Clos Du Val Carneros Chardonnay (375ML half-bottle) 1998
"Carneros, California",White Wine,Clos Du Val Carneros Chardonnay (375ML half-bottle) 2003
"Carneros, California",White Wine,Clos Du Val Carneros Chardonnay (375ML half-bottle) 2012
"Carneros, California",White Wine,Clos Du Val Carneros Chardonnay (375ML half-bottle) 2013
"Carneros, California",White Wine,Clos Du Val Carneros Estate Chardonnay 2013
"Carneros, California",White Wine,Clos Du Val Carneros Estate Chardonnay 2014
"Carneros, California",White Wine,Clos Du Val Carneros Estate Chardonnay 2015
"Carneros, California",Red Wine,Clos Du Val Carneros Estate Pinot Noir 1999
"Carneros, California",Red Wine,Clos Du Val Carneros Estate Pinot Noir 2013
"Carneros, California",Red Wine,Clos Du Val Carneros Estate Pinot Noir 2014
"Napa Valley, California",Red Wine,Clos Du Val Estate Cabernet Sauvignon (1.5 Liter Magnum) 2014
"Napa Valley, California",Red Wine,Clos Du Val Estate Cabernet Sauvignon 2014
"Napa Valley, California",Red Wine,Clos Du Val Estate Cabernet Sauvignon 2016
"Napa Valley, California",Red Wine,Clos Du Val Georges III Vineyard Cabernet Sauvignon 1997
"Napa Valley, California",Red Wine,Clos Du Val Georges III Vineyard Cabernet Sauvignon 1998
"Stags Leap District, Napa Valley, California",Red Wine,Clos Du Val Hirondelle Vineyard Estate Cabernet Sauvignon 2014
"Napa Valley, California",Red Wine,Clos Du Val Merlot 2001
"Napa Valley, California",Red Wine,Clos Du Val Merlot 2003
"Napa Valley, California",Red Wine,Clos Du Val Merlot 2006
"Napa Valley, California",Red Wine,Clos Du Val Merlot 2007
"Napa Valley, California",Red Wine,Clos Du Val Merlot 2008
"Napa Valley, California",Red Wine,Clos Du Val Merlot 2011
"Napa Valley, California",Red Wine,Clos Du Val Merlot 2012
"Napa Valley, California",Red Wine,Clos Du Val Merlot (375ML half-bottle) 2001
"Napa Valley, California",Red Wine,Clos Du Val Reserve Cabernet Sauvignon 1994
"Napa Valley, California",Red Wine,Clos Du Val Reserve Cabernet Sauvignon 1995
"Napa Valley, California",Red Wine,Clos Du Val Reserve Cabernet Sauvignon 1998
"Napa Valley, California",Red Wine,Clos Du Val Reserve Cabernet Sauvignon 1999
"Carneros, California",White Wine,Clos Du Val Sauvignon Blanc 2013
"Carneros, California",White Wine,Clos Du Val Sauvignon Blanc 2014
"Napa Valley, California",Red Wine,Clos Du Val Stags Leap District Cabernet Sauvignon 1997
"Napa Valley, California",Red Wine,Clos Du Val Stags Leap District Cabernet Sauvignon 1998
"Napa Valley, California",Red Wine,Clos Du Val Stags Leap District Cabernet Sauvignon 2001
"Napa Valley, California",Red Wine,Clos Du Val Stags Leap District Cabernet Sauvignon 2004
"Napa Valley, California",Red Wine,Clos Du Val Stags Leap District Cabernet Sauvignon 2005
"Stags Leap District, Napa Valley, California",Red Wine,Clos Du Val Stags Leap District Cabernet Sauvignon 2006
"Napa Valley, California",Red Wine,Clos Du Val Stags Leap District Cabernet Sauvignon 2008
"Napa Valley, California",Red Wine,Clos Du Val Stags Leap District Cabernet Sauvignon 2007
"Stags Leap District, Napa Valley, California",Red Wine,Clos Du Val Stags Leap District Cabernet Sauvignon 2010
"Napa Valley, California",Red Wine,Clos Du Val Stags Leap District Cabernet Sauvignon 2009
"Stags Leap District, Napa Valley, California",Red Wine,Clos Du Val Stags Leap District Cabernet Sauvignon 2012
"Napa Valley, California",Red Wine,Clos Du Val Three Graces Red Blend 2014
"Napa Valley, California",Red Wine,Clos Du Val Zinfandel 2014
"Priorat, Spain",Red Wine,Clos Figueres Priorat 2004
"Priorat, Spain",Red Wine,Clos Figueres Priorat 2005
"Priorat, Spain",Red Wine,Clos Figueres Priorat 2007
"Priorat, Spain",Red Wine,Clos Figueres Priorat 2013
"Priorat, Spain",Red Wine,Clos Figueres Priorat 2015
"Priorat, Spain",Red Wine,Clos Figueres Serras del Priorat 2013
"Priorat, Spain",Red Wine,Clos Figueres Serras del Priorat 2014
"Graves, Bordeaux, France",Red Wine,Clos Floridene 2014
"Graves, Bordeaux, France",Red Wine,Clos Floridene 2015
"Graves, Bordeaux, France",White Wine,Clos Floridene Blanc 2015
"Graves, Bordeaux, France",Red Wine,Clos Floridene (Futures Pre-Sale) 2019
"St. Emilion, Bordeaux, France",Red Wine,Clos Fourtet (1.5 Liter Magnum) 2016
"St. Emilion, Bordeaux, France",Red Wine,Clos Fourtet (1.5 Liter Futures Pre-Sale) 2019
"St. Emilion, Bordeaux, France",Red Wine,Clos Fourtet 2000
"St. Emilion, Bordeaux, France",Red Wine,Clos Fourtet 2003
"St. Emilion, Bordeaux, France",Red Wine,Clos Fourtet 2004
"St. Emilion, Bordeaux, France",Red Wine,Clos Fourtet 2009
"St. Emilion, Bordeaux, France",Red Wine,Clos Fourtet 2011
"St. Emilion, Bordeaux, France",Red Wine,Clos Fourtet 2012
"St. Emilion, Bordeaux, France",Red Wine,Clos Fourtet 2014
"St. Emilion, Bordeaux, France",Red Wine,Clos Fourtet (Futures Pre-Sale) 2019
"Priorat, Spain",Red Wine,Clos Galena 2004
"Southwest, France",White Wine,Clos Guirouilh Jurancon 2012
"Marlborough, New Zealand",Red Wine,Clos Henri Petit Clos Pinot Noir 2014
"Marlborough, New Zealand",Red Wine,Clos Henri Petit Clos Pinot Noir 2015
"Marlborough, New Zealand",White Wine,Clos Henri Petit Clos Sauvignon Blanc 2013
"Marlborough, New Zealand",White Wine,Clos Henri Petit Clos Sauvignon Blanc 2014
"Marlborough, New Zealand",Red Wine,Clos Henri Pinot Noir 2011
"Marlborough, New Zealand",Red Wine,Clos Henri Pinot Noir 2012
"Marlborough, New Zealand",Red Wine,Clos Henri Pinot Noir 2013
"Marlborough, New Zealand",Red Wine,Clos Henri Pinot Noir 2016
"Marlborough, New Zealand",White Wine,Clos Henri Sauvignon Blanc 2012
"Marlborough, New Zealand",White Wine,Clos Henri Sauvignon Blanc 2013
"Marlborough, New Zealand",White Wine,Clos Henri Sauvignon Blanc 2015
"Marlborough, New Zealand",White Wine,Clos Henri Sauvignon Blanc 2016
"Priorat, Spain",Red Wine,Clos i Terrasses Laurel 2015
"Napa Valley, California",Red Wine,Clos LaChance Cabernet Sauvignon 2002
"Central Coast, California",Red Wine,Clos LaChance Central Coast Merlot 2001
"Central Coast, California",Red Wine,Clos LaChance Central Coast Merlot 2002
"Sierra Foothills, California",Red Wine,Clos LaChance El Dorado Zinfandel 1999
"Sierra Foothills, California",Red Wine,Clos LaChance El Dorado Zinfandel 2000
"Sierra Foothills, California",Red Wine,Clos LaChance El Dorado Zinfandel 2002
