director_name,genres,comb
Ridley Scott,Adventure Mystery Sci-Fi,Michael Fassbender Charlize Theron Sean Harris Ridley Scott Adventure Mystery Sci-Fi
Rob Minkoff,Adventure Animation Comedy Family Fantasy,Nathan Lane Brad Garrett Melanie Griffith Rob Minkoff Adventure Animation Comedy Family Fantasy
Neill Blomkamp,Action Drama Sci-Fi Thriller,Matt Damon Sharlto Copley Alice Braga Neill Blomkamp Action Drama Sci-Fi Thriller
David Twohy,Action Adventure Sci-Fi Thriller,Vin Diesel Alexa Davalos Christina Cox David Twohy Action Adventure Sci-Fi Thriller
Lana Wachowski,Action Family Sport,Scott Porter Kick Gurry Nicholas Elia Lana Wachowski Action Family Sport
James L. Brooks,Comedy Drama Romance,Shelley Conn Domenick Lombardozzi Teyonah Parris James L. Brooks Comedy Drama Romance
James Mangold,Action Comedy Romance,Tom Cruise Marc Blucas Jordi Mollà James Mangold Action Comedy Romance
Joseph Kosinski,Action Adventure Mystery Sci-Fi,Morgan Freeman Tom Cruise Zoë Bell Joseph Kosinski Action Adventure Mystery Sci-Fi
George Lucas,Action Adventure Fantasy Sci-Fi,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
George Lucas,Action Adventure Fantasy Sci-Fi,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
Pete Docter,Adventure Animation Comedy Family Fantasy,Steve Buscemi John Ratzenberger James Coburn Pete Docter Adventure Animation Comedy Family Fantasy
James Mangold,Action Adventure Sci-Fi Thriller,Hugh Jackman Tao Okamoto Rila Fukushima James Mangold Action Adventure Sci-Fi Thriller
George Lucas,Action Adventure Fantasy Sci-Fi,Natalie Portman Liam Neeson Ian McDiarmid George Lucas Action Adventure Fantasy Sci-Fi
Kirk De Micco,Adventure Animation Comedy Family Fantasy,Ryan Reynolds Emma Stone Nicolas Cage Kirk De Micco Adventure Animation Comedy Family Fantasy
Frédéric Forestier,Adventure Comedy Family Fantasy,Alain Delon Santiago Segura Vanessa Hessler Frédéric Forestier Adventure Comedy Family Fantasy
John Woo,Action Drama War,Nicolas Cage Roger Willie Noah Emmerich John Woo Action Drama War
Cedric Nicolas-Troyan,Action Adventure Drama Fantasy,Chris Hemsworth Sam Claflin Charlize Theron Cedric Nicolas-Troyan Action Adventure Drama Fantasy
Alfonso Cuarón,Adventure Drama Sci-Fi Thriller,Phaldut Sharma Basher Savage Amy Warren Alfonso Cuarón Adventure Drama Sci-Fi Thriller
Roger Donaldson,Action Adventure Thriller,Jamie Renée Smith Grant Heslov Tzi Ma Roger Donaldson Action Adventure Thriller
Dave Green,Action Adventure Comedy Sci-Fi,Stephen Amell Noel Fisher Brad Garrett Dave Green Action Adventure Comedy Sci-Fi
Shawn Levy,Action Adventure Comedy Family Fantasy,Robin Williams Rami Malek Steve Coogan Shawn Levy Action Adventure Comedy Family Fantasy
Brad Peyton,Action Adventure Drama Thriller,Dwayne Johnson Ioan Gruffudd Archie Panjabi Brad Peyton Action Adventure Drama Thriller
Roger Spottiswoode,Action Adventure Thriller,Vincent Schiavelli Colin Salmon Joe Don Baker Roger Spottiswoode Action Adventure Thriller
Roland Emmerich,Action Drama History War,Heath Ledger Adam Baldwin Tom Wilkinson Roland Emmerich Action Drama History War
Steven Soderbergh,Crime Thriller,Brad Pitt Julia Roberts Mini Anden Steven Soderbergh Crime Thriller
Doug Liman,Action Comedy Crime Romance Thriller,Brad Pitt Angelina Jolie Pitt Stephanie March Doug Liman Action Comedy Crime Romance Thriller
Robert Schwentke,Adventure Sci-Fi Thriller,Kate Winslet Theo James Mekhi Phifer Robert Schwentke Adventure Sci-Fi Thriller
Martin Scorsese,Biography Drama,Leonardo DiCaprio Adam Scott Frances Conroy Martin Scorsese Biography Drama
Rob Letterman,Adventure Comedy Family Fantasy,James Corden Catherine Tate Olly Alexander Rob Letterman Adventure Comedy Family Fantasy
Michel Gondry,Action Comedy Crime Sci-Fi Thriller,Christoph Waltz Tom Wilkinson Chad L. Coleman Michel Gondry Action Comedy Crime Sci-Fi Thriller
unknown,Action Adventure Crime,George Peppard Dirk Benedict Dwight Schultz unknown Action Adventure Crime
Noam Murro,Action Drama Fantasy War,Eva Green Sullivan Stapleton Peter Mensah Noam Murro Action Drama Fantasy War
Raja Gosnell,Adventure Animation Comedy Family Fantasy,Mahadeo Shivraj Tim Gunn Madison McKinley Raja Gosnell Adventure Animation Comedy Family Fantasy
Will Finn,Animation Comedy Family Music Western,Steve Buscemi Roseanne Barr G.W. Bailey Will Finn Animation Comedy Family Music Western
Robert Schwentke,Action Adventure Mystery Sci-Fi Thriller,Naomi Watts Theo James Zoë Kravitz Robert Schwentke Action Adventure Mystery Sci-Fi Thriller
Shawn Levy,Action Drama Sci-Fi Sport,Hugh Jackman Torey Michael Adkins Olga Fonda Shawn Levy Action Drama Sci-Fi Sport
Raja Gosnell,Adventure Animation Comedy Family Fantasy,Jacob Tremblay Nancy O'Dell Vanessa Matsui Raja Gosnell Adventure Animation Comedy Family Fantasy
Jan de Bont,Action Crime Romance Thriller,Jason Patric Temuera Morrison Lois Chiles Jan de Bont Action Crime Romance Thriller
Gavin Hood,Action Sci-Fi,Harrison Ford Moises Arias Aramis Knight Gavin Hood Action Sci-Fi
Len Wiseman,Action Adventure Thriller,Bruce Willis Jonathan Sadowski Cyril Raffaelli Len Wiseman Action Adventure Thriller
Peter Jackson,Action Adventure Drama Fantasy,Christopher Lee Orlando Bloom Billy Boyd Peter Jackson Action Adventure Drama Fantasy
Michael Mann,Biography Drama Sport,Will Smith Jada Pinkett Smith Joe Morton Michael Mann Biography Drama Sport
Bo Welch,Adventure Comedy Family Fantasy,Sean Hayes Kelly Preston Spencer Breslin Bo Welch Adventure Comedy Family Fantasy
Alex Proyas,Action Mystery Sci-Fi Thriller,Will Smith Bruce Greenwood Chi McBride Alex Proyas Action Mystery Sci-Fi Thriller
Ridley Scott,Action Adventure Drama History War,Liam Neeson Orlando Bloom Philip Glenister Ridley Scott Action Adventure Drama History War
Rob Minkoff,Adventure Comedy Family Fantasy,Chazz Palminteri Nathan Lane Jeffrey Jones Rob Minkoff Adventure Comedy Family Fantasy
Ron Clements,Animation Family Fantasy Musical Romance,Oprah Winfrey Jenifer Lewis Anika Noni Rose Ron Clements Animation Family Fantasy Musical Romance
Ridley Scott,Adventure Drama Sci-Fi,Matt Damon Donald Glover Benedict Wong Ridley Scott Adventure Drama Sci-Fi
Christopher Barnard,Comedy,Mathew Buck unknown unknown Christopher Barnard Comedy
Peter Chelsom,Comedy Romance,Del Zamora Warren Beatty Garry Shandling Peter Chelsom Comedy Romance
Dominic Sena,Action Crime Thriller,Nicolas Cage Angelina Jolie Pitt Robert Duvall Dominic Sena Action Crime Thriller
Ridley Scott,Action Drama Romance,Djimon Hounsou Connie Nielsen Oliver Reed Ridley Scott Action Drama Romance
Steven Spielberg,Action Mystery Sci-Fi Thriller,Tom Cruise Frank Grillo Jessica Capshaw Steven Spielberg Action Mystery Sci-Fi Thriller
Chris Columbus,Adventure Family Fantasy Mystery,Daniel Radcliffe Rupert Grint Emma Watson Chris Columbus Adventure Family Fantasy Mystery
James Cameron,Action Sci-Fi,Joe Morton Jenette Goldstein S. Epatha Merkerson James Cameron Action Sci-Fi
Michael Mann,Biography Crime Drama History Romance,Johnny Depp Christian Bale Stephen Graham Michael Mann Biography Crime Drama History Romance
Ridley Scott,Biography Crime Drama,Denzel Washington Ruby Dee RZA Ridley Scott Biography Crime Drama
James Cameron,Action Comedy Thriller,Jamie Lee Curtis Tia Carrere Tom Arnold James Cameron Action Comedy Thriller
Tony Scott,Action Crime Thriller,Denzel Washington Ramon Rodriguez Michael Rispoli Tony Scott Action Crime Thriller
Paul Weitz,Comedy Romance,Robert De Niro Blythe Danner Teri Polo Paul Weitz Comedy Romance
Adam McKay,Action Comedy Crime,Dwayne Johnson Will Ferrell Derek Jeter Adam McKay Action Comedy Crime
Chuck Russell,Action Drama Mystery Thriller,Vanessa Williams James Coburn Roma Maffia Chuck Russell Action Drama Mystery Thriller
Quentin Tarantino,Drama Western,Leonardo DiCaprio Christoph Waltz Ato Essandoh Quentin Tarantino Drama Western
Gary Trousdale,Animation Drama Family Musical Romance,Demi Moore Jason Alexander Bill Fagerbakke Gary Trousdale Animation Drama Family Musical Romance
Mark Dindal,Adventure Animation Comedy Family Fantasy,Eartha Kitt Wendie Malick John Fiedler Mark Dindal Adventure Animation Comedy Family Fantasy
Simon West,Action Adventure Thriller,Jason Statham Sylvester Stallone Bruce Willis Simon West Action Adventure Thriller
Jon Turteltaub,Action Adventure Comedy Family Mystery,Nicolas Cage Armando Riesco Annie Parisse Jon Turteltaub Action Adventure Comedy Family Mystery
Stefen Fangmeier,Action Adventure Family Fantasy,Djimon Hounsou Ed Speleers Gary Lewis Stefen Fangmeier Action Adventure Family Fantasy
Spike Jonze,Adventure Drama Family Fantasy,Catherine O'Hara Ryan Corr Max Records Spike Jonze Adventure Drama Family Fantasy
Chris Wedge,Adventure Animation Family Fantasy,Josh Hutcherson Emma Kenney Troy Evans Chris Wedge Adventure Animation Family Fantasy
Peter Hyams,Action Fantasy Horror Mystery,CCH Pounder Mark Margolis Udo Kier Peter Hyams Action Fantasy Horror Mystery
Edward Zwick,Adventure Drama Thriller,Leonardo DiCaprio Djimon Hounsou Stephen Collins Edward Zwick Adventure Drama Thriller
Martin Scorsese,Biography Comedy Crime Drama,Leonardo DiCaprio Matthew McConaughey Jon Favreau Martin Scorsese Biography Comedy Crime Drama
Joel Schumacher,Action Adventure Fantasy,Michael Gough Rene Auberjonois Debi Mazar Joel Schumacher Action Adventure Fantasy
Paul Verhoeven,Action Sci-Fi War,Jake Busey Patrick Muldoon Seth Gilliam Paul Verhoeven Action Sci-Fi War
Tom Tykwer,Drama Sci-Fi,Tom Hanks Jim Sturgess Jim Broadbent Tom Tykwer Drama Sci-Fi
Zack Snyder,Action Adventure Animation Family Fantasy,Abbie Cornish Richard Roxburgh Anthony LaPaglia Zack Snyder Action Adventure Animation Family Fantasy
Pitof,Action Crime Fantasy Romance Thriller,Frances Conroy Christopher Heyerdahl Alex Borstein Pitof Action Crime Fantasy Romance Thriller
Ron Clements,Adventure Animation Family Sci-Fi,Joseph Gordon-Levitt Martin Short Michael Wincott Ron Clements Adventure Animation Family Sci-Fi
Brad Silberling,Adventure Comedy Sci-Fi,Will Ferrell Anna Friel Bobb'e J. Thompson Brad Silberling Adventure Comedy Sci-Fi
Patrick Hughes,Action Adventure Thriller,Jason Statham Sylvester Stallone Harrison Ford Patrick Hughes Action Adventure Thriller
Lawrence Guterman,Comedy Family Fantasy,Jamie Kennedy Traylor Howard Ben Stein Lawrence Guterman Comedy Family Fantasy
Ron Howard,Action Adventure Biography Drama History Thriller,Chris Hemsworth Benjamin Walker Frank Dillane Ron Howard Action Adventure Biography Drama History Thriller
Ron Underwood,Action Comedy Sci-Fi,Rosario Dawson Randy Quaid Burt Young Ron Underwood Action Comedy Sci-Fi
Paul Greengrass,Action Drama Thriller War,Matt Damon Sean Huze Igal Naor Paul Greengrass Action Drama Thriller War
Steve Martino,Adventure Animation Comedy Family,Francesca Capaldi Venus Schultheis Bill Melendez Steve Martino Adventure Animation Comedy Family
David Mamet,Drama Mystery Thriller,Ben Gazzara Felicity Huffman Campbell Scott David Mamet Drama Mystery Thriller
Stephen Sommers,Action Adventure Fantasy Thriller,Dwayne Johnson Brendan Fraser Patricia Velasquez Stephen Sommers Action Adventure Fantasy Thriller
Martin Scorsese,Crime Drama,Leonardo DiCaprio Liam Neeson Jim Broadbent Martin Scorsese Crime Drama
Yimou Zhang,Drama History Romance War,Christian Bale Ni Ni Shigeo Kobayashi Yimou Zhang Drama History Romance War
Ash Brannon,Animation Comedy Family Sport,Jeff Bridges Zooey Deschanel Jon Heder Ash Brannon Animation Comedy Family Sport
Frank Oz,Comedy Sci-Fi Thriller,Jon Lovitz Matthew Broderick Roger Bart Frank Oz Comedy Sci-Fi Thriller
Ridley Scott,Drama History War,Ioan Gruffudd Sam Shepard Ewen Bremner Ridley Scott Drama History War
Jay Roach,Comedy,Will Ferrell Thomas Middleditch Katherine LaNasa Jay Roach Comedy
Luc Besson,Action Adventure Sci-Fi,Milla Jovovich Bruce Willis Gary Oldman Luc Besson Action Adventure Sci-Fi
Michael Patrick King,Comedy Drama Romance,Chris Noth Liza Minnelli Kristin Davis Michael Patrick King Comedy Drama Romance
Bibo Bergeron,Adventure Animation Comedy Family Romance,Frank Welker Rosie Perez Elton John Bibo Bergeron Adventure Animation Comedy Family Romance
Steve Martino,Adventure Animation Comedy Family,Peter Dinklage Josh Gad Drake Steve Martino Adventure Animation Comedy Family
Andrew Stanton,Adventure Animation Comedy Family,Alexander Gould Stephen Root Brad Garrett Andrew Stanton Adventure Animation Comedy Family
Peter Jackson,Action Adventure Drama Fantasy,Orlando Bloom Billy Boyd Bernard Hill Peter Jackson Action Adventure Drama Fantasy
Peter Jackson,Action Adventure Drama Fantasy,Christopher Lee Orlando Bloom Billy Boyd Peter Jackson Action Adventure Drama Fantasy
Sergey Bodrov,Action Adventure Fantasy,Jeff Bridges Djimon Hounsou Olivia Williams Sergey Bodrov Action Adventure Fantasy
Simon West,Action Adventure Fantasy Thriller,Angelina Jolie Pitt Noah Taylor Chris Barrie Simon West Action Adventure Fantasy Thriller
Wally Pfister,Drama Mystery Romance Sci-Fi Thriller,Johnny Depp Morgan Freeman Clifton Collins Jr. Wally Pfister Drama Mystery Romance Sci-Fi Thriller
Joe Johnston,Action Adventure Sci-Fi Thriller,Michael Jeter Trevor Morgan Alessandro Nivola Joe Johnston Action Adventure Sci-Fi Thriller
Rupert Wyatt,Action Drama Sci-Fi Thriller,James Franco David Oyelowo Tyler Labine Rupert Wyatt Action Drama Sci-Fi Thriller
Mark Waters,Adventure Family Fantasy,Martin Short Tod Fennell Joan Plowright Mark Waters Adventure Family Fantasy
John Moore,Action Thriller,Bruce Willis Cole Hauser Megalyn Echikunwoke John Moore Action Thriller
Brad Bird,Action Adventure Animation Family,Holly Hunter Craig T. Nelson Lou Romano Brad Bird Action Adventure Animation Family
Renny Harlin,Action Adventure Comedy,Christopher Masterson Frank Langella Matthew Modine Renny Harlin Action Adventure Comedy
Chris Columbus,Adventure Family Fantasy,Logan Lerman Rosario Dawson Steve Coogan Chris Columbus Adventure Family Fantasy
Barry Sonnenfeld,Adventure Comedy Family Mystery Sci-Fi,Will Smith Rip Torn Linda Fiorentino Barry Sonnenfeld Adventure Comedy Family Mystery Sci-Fi
John Lasseter,Adventure Animation Comedy Family Fantasy,Tom Hanks John Ratzenberger Wayne Knight John Lasseter Adventure Animation Comedy Family Fantasy
Tony Scott,Action Thriller,Denzel Washington Rosario Dawson Ethan Suplee Tony Scott Action Thriller
Brett Ratner,Action Comedy Crime Thriller,Mei Melançon John Lone Harris Yulin Brett Ratner Action Comedy Crime Thriller
Robert Zemeckis,Drama Fantasy Horror Mystery Thriller,Harrison Ford Amber Valletta Miranda Otto Robert Zemeckis Drama Fantasy Horror Mystery Thriller
Phil Lord,Animation Comedy Family Sci-Fi,Will Forte Bobb'e J. Thompson Al Roker Phil Lord Animation Comedy Family Sci-Fi
Carlos Saldanha,Action Adventure Animation Comedy Family,Denis Leary Maile Flanagan Kelly Keaton Carlos Saldanha Action Adventure Animation Comedy Family
Ben Stiller,Adventure Comedy Drama Fantasy Romance,Adam Scott Adrian Martinez Joey Slotnick Ben Stiller Adventure Comedy Drama Fantasy Romance
McG,Action Adventure Comedy Crime Thriller,Bill Murray LL Cool J Kelly Lynch McG Action Adventure Comedy Crime Thriller
Martin Scorsese,Crime Drama Thriller,Leonardo DiCaprio Matt Damon Ray Winstone Martin Scorsese Crime Drama Thriller
Tony Bancroft,Adventure Animation Family Fantasy Musical War,Ming-Na Wen Harvey Fierstein June Foray Tony Bancroft Adventure Animation Family Fantasy Musical War
Ben Stiller,Action Comedy,Robert Downey Jr. Steve Coogan Brandon T. Jackson Ben Stiller Action Comedy
David Fincher,Crime Drama Mystery Thriller,Robin Wright Goran Visnjic Joely Richardson David Fincher Crime Drama Mystery Thriller
John McTiernan,Action Adventure Thriller,Bruce Willis Aldis Hodge Kevin Chamberlin John McTiernan Action Adventure Thriller
Guy Ritchie,Action Adventure Crime Mystery Thriller,Robert Downey Jr. Eddie Marsan Robert Maillet Guy Ritchie Action Adventure Crime Mystery Thriller
Gary Trousdale,Action Adventure Animation Family Fantasy Sci-Fi,Leonard Nimoy Jim Varney Cree Summer Gary Trousdale Action Adventure Animation Family Fantasy Sci-Fi
Walt Becker,Adventure Animation Comedy Family Fantasy Music,Bella Thorne Joshua Mikel Jesse McCartney Walt Becker Adventure Animation Comedy Family Fantasy Music
Bryan Singer,Drama History Thriller War,Tom Cruise Tom Wilkinson Thomas Kretschmann Bryan Singer Drama History Thriller War
Dennis Dugan,Action Comedy,Adam Sandler Sayed Badreya Kevin Nealon Dennis Dugan Action Comedy
Chris Columbus,Action Animation Comedy Sci-Fi,Peter Dinklage Adam Sandler Josh Gad Chris Columbus Action Animation Comedy Sci-Fi
Steven Spielberg,Adventure Drama Sci-Fi,Haley Joel Osment William Hurt Kevin Sussman Steven Spielberg Adventure Drama Sci-Fi
Rob Minkoff,Comedy Family Fantasy Horror Mystery,Marsha Thomason Rachael Harris Marc John Jefferies Rob Minkoff Comedy Family Fantasy Horror Mystery
Robert Zemeckis,Drama Mystery Sci-Fi Thriller,Matthew McConaughey Tom Skerritt Larry King Robert Zemeckis Drama Mystery Sci-Fi Thriller
Paul Verhoeven,Action Horror Sci-Fi Thriller,Greg Grunberg Kim Dickens Joey Slotnick Paul Verhoeven Action Horror Sci-Fi Thriller
Sydney Pollack,Crime Mystery Thriller,Curtiss Cook George Harris Michael Wright Sydney Pollack Crime Mystery Thriller
Thor Freudenthal,Adventure Family Fantasy,Logan Lerman Leven Rambin Brandon T. Jackson Thor Freudenthal Adventure Family Fantasy
Jan de Bont,Action Adventure Fantasy,Gerard Butler Angelina Jolie Pitt Djimon Hounsou Jan de Bont Action Adventure Fantasy
Jon M. Chu,Action Adventure Comedy Crime Mystery Thriller,Daniel Radcliffe Morgan Freeman Sanaa Lathan Jon M. Chu Action Adventure Comedy Crime Mystery Thriller
Tony Scott,Action Crime Thriller,Brad Pitt Stephen Dillane Catherine McCormack Tony Scott Action Crime Thriller
Brian De Palma,Adventure Sci-Fi Thriller,Don Cheadle Connie Nielsen Kim Delaney Brian De Palma Adventure Sci-Fi Thriller
Carlos Saldanha,Adventure Animation Comedy Family Musical,Anne Hathaway Wanda Sykes Will.i.am Carlos Saldanha Adventure Animation Comedy Family Musical
Chris Columbus,Comedy Drama Sci-Fi,Robin Williams Oliver Platt John Michael Higgins Chris Columbus Comedy Drama Sci-Fi
