Drug,Review,Rating,Condition,Year
Ibuprofen,Ibuprofen 800mg given after a root canal.  I suffered from swelling in my feet and ankles and edema and also VERY high blood pressure.  36 hours after I stopped taking it these symptoms resolved.  This is very alarming because neither the doctor or the pharmacist recognized my symptoms as being caused by the IBUPROFEN .. they both thought it was the antibiotics.,3.7,Pain,2013
Ibuprofen,I have found relief for my hi and back pain for the last 3 months but   I am concerned about taking it for a long period of time.,5.0,Joint Damage causing Pain and Loss of Function,2013
Ibuprofen,"I take Ibuprofen for my arthritis of the knee and Gout, in the amount of 6-800 mg a day, with exellent releif. One unusual good effect is, when I take it close to bed time, it totally releivs my difficulty with my longstanding BPH, [frequent urination, pain, dribling, etc..], lasting 7-8+ Hrs so I can sleep.I have no explanetion hwy Ibuprof. has this good effect when it is suppose to cause a bladder inflammation as one of rare side effect mentionned on this page.   The only problem is I cannot take it for more than 2-3 days because it causes swelling of the feet and legs which can rase BP which I also have. So I take it 1-2 times a week.  Ibuprofen 800 mg is availaable only on prescription.      effect instead of Read More Read Less",5.0,Gout,2013
Ibuprofen,I think it has helped with the daily ache and pain. Does not seem to help much during night time sleeping. Also not sure about side effects.,3.7,Rheumatoid Arthritis,2013
Ibuprofen,I usually take 1 ibuprofen before going to be each night after consuming 1-2 glasses of wine.,5.0,Other,2013
Ibuprofen,took 800 mgx3 due to fibromyalgia for over two yrs-now I have developed severe hearing loss in one ear--scared to take it anymore but I don't know what I will do for the pain. I hope this is a temporary loss of hearing.,3.3,Pain,2013
Ibuprofen,"Dr. prescribed Ibuprofen 800 to be taken before my endometrial biopsy. I did and then took it again 16 hours later for pain and 1 more time 12 hours after that. I have never had any allergic reaction to regular ibuprofen before but this was causing faintness, nausea, and the absolute worse red rash that has spread across my abdomen, breasts, back, inner thighs and neck. Dr. gave me antihistamines, does not think it is the drug caused the rash but I stopped taking it anyway. The dizziness, faintness, and nausea have subsided but the rash is still on my abdomen and parts of my back and cartilage of one of my ears. It is so itchy! It worked for pain but NOT worth it for the side effects. I will not be taking it or the basic OTC ibuprofen again.Read More Read Less",3.0,Pain,2013
Ibuprofen,When I take advil it makes me sweat,2.0,Pain,2013
Ibuprofen,"I have a nerve pinched in socket of shoulder. So I have pain at joint, radiating numbess to middle finger. Ibuprofen usually works, I was prescribed 800MG 3 times daily. Occasionally the pain exceeds the strength of the meds. I went in for a CAT scan the other day on throat and from a small IV recieved a bruise 4 inches long, and 1 inch wide. I am also expierencing nausea pretty much full time. I have no other options though, due to my career.",3.7,Pain,2013
Ibuprofen,sore back around kendiys,3.7,Pain,2013
Ibuprofen,Used after operation for broken arm.  Pretty useless to relieve pain.  Prescribed by doctor.,1.7,Pain,2013
Ibuprofen,"A little background: I'm type II diabetic, have had five (5) knee surgeries and three (3) myocardial infarctions (heat attacks), so Ibuprofen is not recommended for me. My internist refuses to let me take it, however after consulting with both of my cardiologist's and my electro physiologist-cardiologist, they have agreed to let me  take 200 mg three days a week (Mon, Wed & Fri) to allow me to ride my bicycle, which is necessary to keep my weight down. I wear a compression/'knee warmer' on my left knee which helps, but still need the ibuprofen to be able to ride in excess of 45 minutes. I wear a heart rate monitor and check my blood pressure while riding too. My heart doctors feel my risk is minimal and I think the risk is acceptable to be able to do what I love. As stated, the Ibuprofen, even just 200mg, works wonders for me. I am extremely satisfied with the effectiveness of the 200 mg dose of Ibuprofen.Read More Read Less",4.3,Other,2013
Ibuprofen,The ibuprofen can only remedy so much especially with the inflammation.  It is hard when it wears off about 4 hours later because the pain comes back even more intense.  The pain that I am treating is bulging discs.  I do not know what else to do because the hardcore pain medicine cannot be used at work since it causes sleepiness.,3.7,Pain,2013
Ibuprofen,Very effective  Not as good as the 800 mg but overall good on common head and body pain,4.0,Pain,2013
Ibuprofen,I was wondering how many ibuprofens in one day is safe and if it could cause a type of thrush in the area of gums,4.3,Other,2013
Ibuprofen,I have soreness in my knees from arthritis and this alleviates the pain by taking one a day,4.3,Joint Damage causing Pain and Loss of Function,2013
Ibuprofen,Take 200mg before bed to relieve muscle and joint pain.Seems to help.,3.7,Pain,2013
Ibuprofen,constipation,3.7,Joint Damage causing Pain and Loss of Function,2013
Ibuprofen,Always prevent GI problems before they happen by taking IBP with food.,5.0,Joint Inflammatory Disease in Children and Young Adults,2013
Ibuprofen,Excellent back pain relief. Sore stomach even taken with food.,3.7,Pain,2013
Ibuprofen,"Sore muscles and joints, feeling ten years older than I am (67). When this happens I take ibuprophen, 200mg 3x per day for 5 days. No more pain, feel ten years younger. Have been doing this once or twice a year for 16 years. Asperin works for me too, no apparent side effects for either at this dosage and length of time used. Only thing I've noticed is some constipation. Ibuprophen now comes in 400mg form, I take it twice a day. I came to this site to see if there might be more subtle side-effects I was missing. So far, have not noticed any.Read More Read Less",5.0,Rheumatoid Arthritis,2013
Ibuprofen,"I took 2 200 mg once a day for two days andbeganto have bleeding under my skin causing huge bruises all over.  I bled from my nose as well. Ialso became very anxious and easily annoyed. I am also on Pradaxa, so after noticing these symptoms, looked up side effects of Ibuprofren, and fit the description, so decoded to stop taking it.  I came to the conclusion that the two drugs together were probably not good.",1.7,Pain,2012
Ibuprofen,My Dr switched me from fiorinal with codiene (which took my severe migraines away every single time) to 600 mg of Ibuprophen (he said studies show it works just as well as fiorinal with codiene) well not only did it do NOTHING to ease my migraine- it also caused me bad pain in my stomache like a burning. So I had a bad migraine AND a stomache ache that lasted hours! Ibuprophen does NOT work for  my over pain level 5 headaches- my migraines are level 7-9. why are we allowed to suffer? this is not the middle ages. Now I take nothing and miss out on life due to severe pain.Read More Read Less,1.7,Migraine Headache,2012
Ibuprofen,"relieves pain for back, muscles and throat",5.0,Painful Periods,2012
Ibuprofen,painful periods,3.0,Painful Periods,2012
Ibuprofen,Edema has increased in my legs due to sodium in the Ibuprophen.  The md has stated it has sodium in iy. is this correct?,4.3,Gout,2012
Ibuprofen,Easy to take and takes care of the pain for my tennis elbow.  I like the 800mg better.,4.3,Other,2012
Ibuprofen,"as i am alergic to many drugs, and take none, except my throid pill, ibuprofen is the correct pain killer for me. However, as my body is not accustomed to medication even 200 mg puts me to sleep, or makes me very tired.",1.0,Pain,2012
Ibuprofen,I have a swollen arm.    Why did doctor in emergency perscribe this drug ??????????????????????????????????????,5.0,Other,2012
Ibuprofen,diagnosed with phlebitis on the inside of my right leg..over a varicose vein. Prescribed 4oomgs three times a day.,3.7,Other,2012
Ibuprofen,l'm taking it to help the pain along with narcotics for pain due to 7 herniated discs,2.7,Pain,2012
Ibuprofen,I've had a nagging stiff neck for a day or so. I took 300 mg and 20 mins it was feeling better. I am advised by my Dr. how much to take so I listen to her. It is a blessing on meny ackes and pains I get.,4.3,Pain,2012
Ibuprofen,Ibuprofen has been a God-send to me and my knees. Motrin or Ibuprofen relieved my pain whereas narcotics did not. Now I take it for my back and knees and don't know what I would do without it.,5.0,Joint Damage causing Pain and Loss of Function,2012
Ibuprofen,this drug is not as affective as it is said to be. I have take it for gout and it does not help.,2.7,Gout,2012
Ibuprofen,"this med stincks, doesn't help the pain at all",2.3,Pain,2012
Ibuprofen,"Have to take Prevacid before taking iboprufen to prevent stomach problem.  I have arthritis, but I think I have a pulled muscle.",3.3,Pain,2011
Ibuprofen,Took about 400 mg without effect and after the required time passing upped to 600 and eventually to 800 and my pain wasn't eased in the slightest.,2.3,Pain,2011
Ibuprofen,"after years of taking advil with good pain relief, I ended up with a serious esophogas displasia, a duodenal ulcer and had to quit it completely. I just did'nt think that would happen to me, but now I am on tylenol.",4.0,Joint Damage causing Pain and Loss of Function,2011
Ibuprofen,"Ibuprofen works well for the pain but I have a hard time relaxin and I cant sleep when I take it, weird!",3.3,Painful Periods,2011
Ibuprofen,Helps me sleep at night,4.0,Other,2011
Ibuprofen,can this drug contribute to yeast infection?,3.7,Joint Damage causing Pain and Loss of Function,2011
