title,description,age_rating
Badhaai Ho,Getting a new sibling at 25 is the last thing Nakul expected. Will he ever come to terms with the embarrassing 'good news' of his parents being pregnant?,U
Sandarbham,A family's happiness gets ruined when the wife learns that her husband is involved in illegal activities.,U/A 13+
Ee Puzhayum Kadannu,"Anjali falls in love with Gopi, her neighbour. However, marriage is out of question until her two older sisters have settled down. Will Gopi wait till then?",U
Sundara Kanye,"Naga kills his wife when he learns that she is having an affair. However, a visually impaired girl changes his life.",U/A 16+
Breaking Away,A bittersweet comedy about a bicycle enthusiast in a small college town trying to sort out his future while training for the two biggest races of his life.,U/A 13+
One By One,"During a party, four friends get visited by an injured man who owns a bag loaded with money. What happens when greed takes over rational behaviour?",U/A 16+
Baat Suno,"Imagine in this world filled with opinions, judgments, and preset mindsets, you have somebody who is ready to listen to you. Sounds impossible, right?",U/A 13+
Bas 2 Minute,"Isha is a procrastinator whose laid-back attitude promises trouble for her husband. However, when she tries to get good riddance, destiny plays its cards.",U/A 13+
Guddu,Salina and Guddu's fate takes a turn for the worse when she loses her eye sight and he is diagnosed with a fatal disease. Will they survive destiny's evil play?,U
Cheater,"Soon-to-be married couple, Janhvi and Ajay plan a date in a cosy hotel room. However, a mysterious guest intervenes, and things take an ugly turn.",U/A 13+
Shakti,"Secret agent Shakti, disguised as a tourist guide, comes across a box of diamonds, which also comes with a special story. What adventures are in store for him?",U/A 13+
Colours,Pinky is a tomboy who hosts a popular TV show. Her sister Pooja's and her lives change when Lt. Commander Sanjaynath becomes a regular visitor to their house.,U/A 13+
Our America: Accomplices - The Story of Ady Barkan,Ady Barkan's journey with ALS is shifting the conversation of what it means to be an accomplice to historically underrepresented and marginalised communities.,U/A 13+
Afsos,"Siddharth and Sunaina's monotonous life takes a break with a blackout. When their conversation steers towards past grievances, what can of worms will it open?",U/A 7+
Ennodu Modhi Paar,Karthikeya locks horns with the corrupt and powerful after his sister becomes witness to a murder. How will Karthikeya bring the murderer justice?,U/A 16+
Ananthabhadram,"Ananthan returns to his hometown to fulfil his mother's last wish. But there he encounters the black magician Digambaran, all set to turn his life upside down.",U/A 13+
Lost World of the Maya,"Locals of northern Guatemala discover the ruins of a sophisticated city of the Mayan Civilization. Thus, raising a question, how did this great society fail?",U/A 13+
Aye Auto,"Sudhi, an auto driver, falls for Meenakshi but faces strong opposition from her rich family. The only person who fights for their love is her grandfather.",U
Aaradimanninte Janmi,"Terminally ill Sethu spreads joy among the patients and doctors of a hospital. When he learns that a doctor is in love with a patient, he decides to help them.",U/A 7+
Black Beauty,"Black Beauty, a wild horse, and Jo, a teenage girl, forge an unbreakable bond which keeps them connected for a lifetime.",U/A 7+
Videsi Nair Swadesi Nair,"While Vindhyan dreams of marrying his childhood love, Neelima, she loves someone else. However, she agrees to marry him, but there's a wicked reason behind it.",U/A 13+
First World Problems,An internet addict connects emotionally with her mother when her world goes offline during the Coronavirus nationwide lockdown.,U/A 16+
Ras,"During a seminar, a writer lectures on the nine Rasas that human beings experience. But amid the conversation, there’s more than what meets the eye.",U/A 16+
No 20 Madras Mail,"Tony and his friends board a train to Madras. So does R.K. Nair, his wife and daughter, Devi. Tony tries to woo Devi. What happens when she is found murdered?",U/A 13+
Ente Sooryaputhrikku,"Maya, a spoilt daughter of a rich man, pulls a prank on Dr Srinivas. He, in turn, plans his revenge, and her life turns topsy-turvy.",U/A 7+
Gud Gud Wala Pyaar,Chandu has taken the fine art of taking a dump to a whole new level. Will his quirky beliefs affect his friendship and prospects for romance?,A
Baalak,"In the city for her new job, a young girl books a hotel for an overnight stay. However, an unexpected incident makes her experience a bittersweet life flash.",U/A 13+
Palthu Janwar,"Forced to take up the job of a veterinary livestock inspector, Prasoon explores the nuances of the wonderful relationship between humans and domestic animals.",U/A 7+
Amrutham Gamaya,"An incident that happened years ago comes back to haunt Dr Haridas after he meets a poor villager. To atone for his sins, he decides to help the family.",U/A 13+
Anwar,"Anwar, a Muslim boy, falls in love with Mehru, a Hindu girl. When Mehru elopes with her boyfriend, a jilted Anwar gets them caught, unfolding a chain of events.",U/A 13+
The Incredibles,"Former superhero Bob Parr has adopted a civilian life with his family. Suddenly, he is back in action after being summoned for a top-secret assignment.",U
The Jungle Book,"Mowgli makes his way to the man-village with Bagheera, the wise panther, on the way he meets new friends who teach him the true meaning of friendship.",U
Ustad Hotel,"When his father refuses to support his choice of a career, an aspiring chef tries to fulfil his dream by helping his grandfather run his small eatery.",U/A 7+
Nanna Olavina Banna,"An aspiring artist joins an art school in the city where a girl misuses his art and tries to defame him. Dejected, he starts his livelihood all over again.",U/A 13+
Best Friend,A dark comedy about a man whose about to kill his best friend for gaslighting him for years and sleeping with his wife.,U/A 16+
The Guardians of the Galaxy Holiday Special,"On a mission to make Christmas unforgettable for Quill, the Guardians head to Earth in search of the perfect present.",U/A 13+
Tribe Vs Pride,Elders of the Maasai tribe abolish the tradition of killing a wild lion to preserve the beast's dwindling population and instead replace it with Maasai Olympics.,U/A 7+
Theal,"Durai, a ruthless and cold-blooded henchman, would go to any extent to collect money from loan defaulters. What happens when motherly love is bestowed upon him?",U/A 16+
Amma Andre,"Raghava is brought up by a loving mother. Years later, he has to attend a job interview. But his mother falls ill, leaving him with a tough choice.",U/A 7+
2 Cups,"Good friends, Shanvi and Anush meet up everyday. But one day, Shanvi doesn't show up and Anush decides to wait as long as it takes to figure out what happened.",U/A 7+
Spencer & Robert's Game Day Buffet,"Spencer and Robert have lively and humorous banter as they work together to cook dish after dish, showing us that Game Day cooking can be a truly epic feast!",U/A 13+
Veeralippattu,"Hari and his father are always at loggerheads because of traditional values. When he returns home after years, his girlfriend, Pooja, tries to reconcile them.",U
Ninne Pelladatha,"Seenu and Mahalakshmi fall in love. While his parents are happy with his choice, hers are against it. Can Seenu convince them that his love is genuine?",U/A 13+
Katt Williams: Priceless: Afterlife,"Comedian Katt Williams performs in Ontario discussing topics like California marijuana dispensaries, TV shows, homophobia, police tactics, and drug commercials.",A
Million Dollar Arm,A sports agent stages an unconventional recruitment strategy to get talented Asian cricket players to play Major League Baseball.,U/A 7+
Operation Dumbo Drop,"When the sacred elephant of a Vietnamese village is dead, Captain Sam finds a replacement to retain the village chief's loyalty.",U/A 7+
Chennai Megafloods,"National Geographic takes a look at the December 2015 floods in Chennai, one of the worst floods in India.",U/A 7+
Kutti Chetan and Friends,"Raj visits his grandparents and teams up with his neighbour, Yamini, to learn magic. The two set off on a journey to fight evil and protect a precious gem.",U
The Whisperer,"Overlooking the gruesome stories, Mukesh travels through the prohibited forest lane only to end up inviting a demon - The Whisperer. Will he find a way out?",U/A 16+
Padunna Puzha,"Rajalakshmi and Indumathi are in love with famous artist Jayachandran. When Raveendran rapes and kills Rajalakshmi, Jayachandran becomes the target.",U
Hennige Rakshane Yallide,A young orphan girl's greedy uncle is not able to support her. Then she gets pushed into prostitution.,U/A 13+
Sambhram,The film dwells in the meta- PHILOSOPHICAL space. Life & Death are the only two objective realities. Everything else in between is a matter of perception.,U/A 13+
